Index,Score,C,kernel
0,0.6,0.0004932421593502626,linear
1,0.6,0.00018558631525891815,linear
2,0.608,0.0022640184375518407,rbf
3,0.8463333333333335,0.6329755202732092,rbf
4,0.6,0.0044900211059907425,linear
5,0.8459999999999999,0.9661316254906924,rbf
6,0.8543333333333333,0.45001526777146067,rbf
7,0.6663333333333333,0.03195639357973202,linear
8,0.732,0.01924908766861886,poly
9,0.8366666666666667,0.6044189687611694,poly
