,mean Validation Score,mean Train Score,Parameters,3
0,0.7483333468437194,0.79670170545578,0.79670170545578,"{'batch_size': 32, 'epochs': 500, 'lr': 0.1, 'mom': 0.5}"
1,0.5046666622161865,0.5041022419929504,0.5041022419929504,"{'batch_size': 32, 'epochs': 500, 'lr': 1, 'mom': 0.5}"
