,mean Validation Score,mean Train Score,Parameters,3
0,0.9268905520439148,1.0,1.0,"{'batch_size': 32, 'epochs': 500, 'lr': 0.1, 'mom': 0.5}"
1,0.9352194368839264,1.0,1.0,"{'batch_size': 32, 'epochs': 500, 'lr': 1, 'mom': 0.5}"
