Index,Score,Std,estimator__C,estimator__degree,estimator__epsilon,estimator__gamma
0,0.0008485725830348456,0.004502345202751441,0.01,3,0.1,0.01
1,0.07424679099684753,0.0059240783048374,0.01,3,0.1,0.02091279105182546
2,0.48450917904256185,0.013588021028956426,0.01,3,0.1,0.04373448295773113
3,0.7694268306990392,0.005730544036782379,0.01,3,0.1,0.09146101038546532
4,0.8204538094326861,0.011997733217508149,0.01,3,0.1,0.1912704999580075
5,0.8397812346304754,0.013964981990090775,0.01,3,0.1,0.4
6,0.01180480400938957,0.004701876839664344,0.021867241478865564,3,0.1,0.01
7,0.16427032249959747,0.0077155790875415575,0.021867241478865564,3,0.1,0.02091279105182546
8,0.6311074942972925,0.010343959390185632,0.021867241478865564,3,0.1,0.04373448295773113
9,0.7970739611300158,0.007428168244122968,0.021867241478865564,3,0.1,0.09146101038546532
10,0.8288834463877496,0.013283811747314868,0.021867241478865564,3,0.1,0.1912704999580075
11,0.8424633568424931,0.015177776839326801,0.021867241478865564,3,0.1,0.4
12,0.03555177690635793,0.005094437661124355,0.04781762498950186,3,0.1,0.01
13,0.32597509581473333,0.011956537549185102,0.04781762498950186,3,0.1,0.02091279105182546
14,0.7260644355140068,0.006622659727793562,0.04781762498950186,3,0.1,0.04373448295773113
15,0.8120826270375276,0.009701287591741431,0.04781762498950186,3,0.1,0.09146101038546532
16,0.8351600306856121,0.013544004951858398,0.04781762498950186,3,0.1,0.1912704999580075
17,0.8463429051629848,0.015838854417593085,0.04781762498950186,3,0.1,0.4
18,0.08557854171621018,0.006132333621395734,0.10456395525912729,3,0.1,0.01
19,0.5106266144852608,0.012964353107558465,0.10456395525912729,3,0.1,0.02091279105182546
20,0.7758758730186301,0.006003115594187032,0.10456395525912729,3,0.1,0.04373448295773113
21,0.8218196157332212,0.012346790951247192,0.10456395525912729,3,0.1,0.09146101038546532
22,0.8401649223598261,0.014347409188274778,0.10456395525912729,3,0.1,0.1912704999580075
23,0.8482204611109679,0.014855048467238128,0.10456395525912729,3,0.1,0.4
24,0.18632774981950478,0.00833657220709636,0.22865252596366312,3,0.1,0.01
25,0.6517419093600676,0.009544633626771592,0.22865252596366312,3,0.1,0.02091279105182546
26,0.8002081057847243,0.007428544498045191,0.22865252596366312,3,0.1,0.04373448295773113
27,0.8302971274879425,0.01334548011222778,0.22865252596366312,3,0.1,0.09146101038546532
28,0.8428310904816201,0.015528501835581257,0.22865252596366312,3,0.1,0.1912704999580075
29,0.8459438594850589,0.012863714145723371,0.22865252596366312,3,0.1,0.4
30,0.3608006664389286,0.013210944416035724,0.5,3,0.1,0.01
31,0.7375907530725885,0.0063276378469113125,0.5,3,0.1,0.02091279105182546
32,0.8141031926545989,0.010321018503225103,0.5,3,0.1,0.04373448295773113
33,0.8361423445639794,0.013528280756370957,0.5,3,0.1,0.09146101038546532
34,0.8463170295496102,0.01621632948320523,0.5,3,0.1,0.1912704999580075
35,0.8433443432820219,0.01172418554994977,0.5,3,0.1,0.4
