Index,Score,Std,estimator__C,estimator__coef0,estimator__degree,estimator__epsilon,estimator__gamma
0,0.9298926752469626,0.006149983402889603,0.01,0.5,3,0.1,0.4
1,0.9312458087040714,0.00619691293353216,0.01,0.5,3,0.1,0.459479341998814
2,0.9323066186272516,0.006413372998373167,0.01,0.5,3,0.1,0.5278031643091576
3,0.9331786686935702,0.006480811217375922,0.01,0.5,3,0.1,0.6062866266041593
4,0.9341159557703748,0.006230636692200172,0.01,0.5,3,0.1,0.6964404506368993
5,0.9348088493716171,0.006080873547298921,0.01,0.5,3,0.1,0.8
6,0.9455287961309164,0.005016754698579217,0.01,1.0,3,0.1,0.4
7,0.9465111237280908,0.004911795835989706,0.01,1.0,3,0.1,0.459479341998814
8,0.9471586573552226,0.004859551723769823,0.01,1.0,3,0.1,0.5278031643091576
9,0.9475207464043613,0.004984884348105598,0.01,1.0,3,0.1,0.6062866266041593
10,0.9477147271666141,0.004970071639317989,0.01,1.0,3,0.1,0.6964404506368993
11,0.947927529361594,0.00501226409148886,0.01,1.0,3,0.1,0.8
12,0.9509910380988889,0.004246137120863998,0.01,1.5,3,0.1,0.4
13,0.9512838790492484,0.004396059667806919,0.01,1.5,3,0.1,0.459479341998814
14,0.9515345214700442,0.004431579736416912,0.01,1.5,3,0.1,0.5278031643091576
15,0.9514944358095428,0.004600232405904,0.01,1.5,3,0.1,0.6062866266041593
16,0.951322636080709,0.004863388692822907,0.01,1.5,3,0.1,0.6964404506368993
17,0.9510785104900055,0.005014757366550707,0.01,1.5,3,0.1,0.8
18,0.9335140771710563,0.006185124046905435,0.01379729661461215,0.5,3,0.1,0.4
19,0.9344998860630034,0.006338399038484081,0.01379729661461215,0.5,3,0.1,0.459479341998814
20,0.9355131888834525,0.006372496928086921,0.01379729661461215,0.5,3,0.1,0.5278031643091576
21,0.9364326436408408,0.0061389130698519066,0.01379729661461215,0.5,3,0.1,0.6062866266041593
22,0.9371796605975508,0.006133524147643106,0.01379729661461215,0.5,3,0.1,0.6964404506368993
23,0.937707150457396,0.005949950995276117,0.01379729661461215,0.5,3,0.1,0.8
24,0.9480021713057736,0.0048271628383334455,0.01379729661461215,1.0,3,0.1,0.4
25,0.9487051599572875,0.004641084428269125,0.01379729661461215,1.0,3,0.1,0.459479341998814
26,0.9489225441895932,0.0048458046339919635,0.01379729661461215,1.0,3,0.1,0.5278031643091576
27,0.9489673665071813,0.004882108425671432,0.01379729661461215,1.0,3,0.1,0.6062866266041593
28,0.9489893761104987,0.004942092328376313,0.01379729661461215,1.0,3,0.1,0.6964404506368993
29,0.9490035219087323,0.004970266841300209,0.01379729661461215,1.0,3,0.1,0.8
30,0.9520451572846476,0.004171870234507051,0.01379729661461215,1.5,3,0.1,0.4
31,0.9521475053538427,0.004328986398740508,0.01379729661461215,1.5,3,0.1,0.459479341998814
32,0.9521004409226921,0.00451529814678879,0.01379729661461215,1.5,3,0.1,0.5278031643091576
33,0.951910106486139,0.004823847755777591,0.01379729661461215,1.5,3,0.1,0.6062866266041593
34,0.9516512702228195,0.005045127538675181,0.01379729661461215,1.5,3,0.1,0.6964404506368993
35,0.9515532383176162,0.004674464123370314,0.01379729661461215,1.5,3,0.1,0.8
36,0.9369704898585687,0.006058875722684691,0.019036539387158782,0.5,3,0.1,0.4
37,0.9376970646757222,0.0062472474047494874,0.019036539387158782,0.5,3,0.1,0.459479341998814
38,0.938611318301857,0.006038322314748881,0.019036539387158782,0.5,3,0.1,0.5278031643091576
39,0.9393730682510432,0.005923786457401615,0.019036539387158782,0.5,3,0.1,0.6062866266041593
40,0.9398841850885594,0.005743878340752772,0.019036539387158782,0.5,3,0.1,0.6964404506368993
41,0.9404934654004519,0.005491289837512848,0.019036539387158782,0.5,3,0.1,0.8
42,0.949992740558484,0.004341621889162479,0.019036539387158782,1.0,3,0.1,0.4
43,0.9499473937299101,0.004733942048365539,0.019036539387158782,1.0,3,0.1,0.459479341998814
44,0.9499594759728286,0.004824879486586303,0.019036539387158782,1.0,3,0.1,0.5278031643091576
45,0.9499948480941234,0.004919568726086439,0.019036539387158782,1.0,3,0.1,0.6062866266041593
46,0.9498076865553348,0.005010533857640777,0.019036539387158782,1.0,3,0.1,0.6964404506368993
47,0.9495838755928524,0.004710124391962807,0.019036539387158782,1.0,3,0.1,0.8
48,0.9527048301131764,0.0042616191412522455,0.019036539387158782,1.5,3,0.1,0.4
49,0.9524907643693256,0.004541145986844912,0.019036539387158782,1.5,3,0.1,0.459479341998814
50,0.9522911563066995,0.004725273154577068,0.019036539387158782,1.5,3,0.1,0.5278031643091576
51,0.9522118570068834,0.0048599824533337305,0.019036539387158782,1.5,3,0.1,0.6062866266041593
52,0.9518709502267744,0.004659683550592006,0.019036539387158782,1.5,3,0.1,0.6964404506368993
53,0.951464764797423,0.003990206349017472,0.019036539387158782,1.5,3,0.1,0.8
54,0.939947112470143,0.006027221624544014,0.026265278044037672,0.5,3,0.1,0.4
55,0.9408870297912509,0.005786048764824874,0.026265278044037672,0.5,3,0.1,0.459479341998814
56,0.9416616458732182,0.005671734284952921,0.026265278044037672,0.5,3,0.1,0.5278031643091576
57,0.9419767894073144,0.005612855837354025,0.026265278044037672,0.5,3,0.1,0.6062866266041593
58,0.9425620826545087,0.005549079411111573,0.026265278044037672,0.5,3,0.1,0.6964404506368993
59,0.9430137821586182,0.005818560355161273,0.026265278044037672,0.5,3,0.1,0.8
60,0.9508192044074878,0.004582753651042674,0.026265278044037672,1.0,3,0.1,0.4
61,0.9508057892664461,0.004807939678233982,0.026265278044037672,1.0,3,0.1,0.459479341998814
62,0.9507595919801106,0.0050013102522061936,0.026265278044037672,1.0,3,0.1,0.5278031643091576
63,0.950485814628447,0.00498902234795813,0.026265278044037672,1.0,3,0.1,0.6062866266041593
64,0.9504587296220958,0.004643457912507959,0.026265278044037672,1.0,3,0.1,0.6964404506368993
65,0.9500026403375224,0.004388995781078617,0.026265278044037672,1.0,3,0.1,0.8
66,0.952925812659033,0.004396652611265989,0.026265278044037672,1.5,3,0.1,0.4
67,0.9527036802874527,0.0045790076014349005,0.026265278044037672,1.5,3,0.1,0.459479341998814
68,0.9526214597114911,0.004629808331227464,0.026265278044037672,1.5,3,0.1,0.5278031643091576
69,0.9521144199473979,0.004543841315277891,0.026265278044037672,1.5,3,0.1,0.6062866266041593
70,0.9517113854387441,0.003992094550904366,0.026265278044037672,1.5,3,0.1,0.6964404506368993
71,0.9509708480187434,0.003435518015551592,0.026265278044037672,1.5,3,0.1,0.8
72,0.9430171399488352,0.005556568411955958,0.036238983183884764,0.5,3,0.1,0.4
73,0.9435251888826433,0.0053157497734939085,0.036238983183884764,0.5,3,0.1,0.459479341998814
74,0.9439531615366408,0.005334310643439679,0.036238983183884764,0.5,3,0.1,0.5278031643091576
75,0.9443181845313596,0.005550439323592785,0.036238983183884764,0.5,3,0.1,0.6062866266041593
76,0.9447168178706999,0.005513346759037401,0.036238983183884764,0.5,3,0.1,0.6964404506368993
