Index,Score,Std Dev,estimator__C,estimator__epsilon,estimator__gamma
0,-0.018133930753669425,0.008080563732754755,0.01,10,0.001
1,0.027033246501241403,0.006732654300548209,0.01,10,0.006812920690579615
2,0.05781154499987277,0.0060907415852444885,0.01,10,0.046415888336127795
3,-0.0023753747794094337,0.007992668140252157,0.01,10,0.31622776601683794
4,-0.029884808865817493,0.008614329162362126,0.01,10,2.1544346900318843
5,-0.03042487777944214,0.008638592663746699,0.01,10,14.677992676220706
6,-0.030427033003590197,0.008637996835517093,0.01,10,100.0
7,0.03952837057579266,0.006577869952752286,0.06812920690579616,10,0.001
8,0.15638519829168068,0.005105135880826546,0.06812920690579616,10,0.006812920690579615
9,0.182612410431144,0.004471689011906021,0.06812920690579616,10,0.046415888336127795
10,0.07516721748944306,0.007969301523458459,0.06812920690579616,10,0.31622776601683794
11,-0.025748014128783615,0.00848085064847008,0.06812920690579616,10,2.1544346900318843
12,-0.029525592673387335,0.008609375063557573,0.06812920690579616,10,14.677992676220706
13,-0.029540862694068748,0.008605981775704664,0.06812920690579616,10,100.0
14,0.1747788194300186,0.0035098742300302853,0.464158883361278,10,0.001
15,0.2592091043895046,0.004491391564716234,0.464158883361278,10,0.006812920690579615
16,0.24328951056025505,0.006176552472245024,0.464158883361278,10,0.046415888336127795
17,0.1360461073784645,0.01064848094882891,0.464158883361278,10,0.31622776601683794
18,-0.0012667621094759717,0.008496054231942487,0.464158883361278,10,2.1544346900318843
19,-0.022588763756745112,0.008871812836630463,0.464158883361278,10,14.677992676220706
20,-0.022691919335495414,0.008843854648236721,0.464158883361278,10,100.0
21,0.2684306893453198,0.004740586404122343,3.1622776601683795,10,0.001
22,0.29106602891795524,0.00392593569567311,3.1622776601683795,10,0.006812920690579615
23,0.2548889813951498,0.00711238691106465,3.1622776601683795,10,0.046415888336127795
24,0.1538680436004866,0.011143861301269022,3.1622776601683795,10,0.31622776601683794
25,0.03334214002302682,0.009406694828647196,3.1622776601683795,10,2.1544346900318843
26,-0.0059967643245286365,0.008505790329832235,3.1622776601683795,10,14.677992676220706
27,-0.006417758469429135,0.008408650622106006,3.1622776601683795,10,100.0
28,0.30116481157398023,0.003678352986263581,21.544346900318846,10,0.001
29,0.2971824538364861,0.005596327918942983,21.544346900318846,10,0.006812920690579615
30,0.2548911053098351,0.007109750848308469,21.544346900318846,10,0.046415888336127795
31,0.15387116579891677,0.01114333061374163,21.544346900318846,10,0.31622776601683794
32,0.03364193711617621,0.00946905460709997,21.544346900318846,10,2.1544346900318843
33,-0.0048009506253747555,0.008432518866508285,21.544346900318846,10,14.677992676220706
34,-0.005226970536560372,0.0083273557029065,21.544346900318846,10,100.0
35,0.3063058804845335,0.005135226901711884,146.77992676220705,10,0.001
36,0.2971824538364861,0.005596327918942983,146.77992676220705,10,0.006812920690579615
37,0.2548911053098351,0.007109750848308469,146.77992676220705,10,0.046415888336127795
38,0.15387116579891677,0.01114333061374163,146.77992676220705,10,0.31622776601683794
39,0.03364193711617621,0.00946905460709997,146.77992676220705,10,2.1544346900318843
40,-0.0048009506253747555,0.008432518866508285,146.77992676220705,10,14.677992676220706
41,-0.005226970536560372,0.0083273557029065,146.77992676220705,10,100.0
42,0.3063058804845335,0.005135226901711884,1000.0,10,0.001
43,0.2971824538364861,0.005596327918942983,1000.0,10,0.006812920690579615
44,0.2548911053098351,0.007109750848308469,1000.0,10,0.046415888336127795
45,0.15387116579891677,0.01114333061374163,1000.0,10,0.31622776601683794
46,0.03364193711617621,0.00946905460709997,1000.0,10,2.1544346900318843
47,-0.0048009506253747555,0.008432518866508285,1000.0,10,14.677992676220706
48,-0.005226970536560372,0.0083273557029065,1000.0,10,100.0
