Index,Score,Std,estimator__C,estimator__coef0,estimator__degree,estimator__epsilon,estimator__gamma
0,0.9555613441686255,0.004393564847476604,0.15,1.5,3,0.1,0.15
1,0.9559307457522511,0.004094086070488158,0.15,1.5,3,0.1,0.16727117907110808
2,0.956171066418434,0.003864861130400765,0.15,1.5,3,0.1,0.18653098231892473
3,0.9562796271498986,0.003822432652866967,0.15,1.5,3,0.1,0.2080083823051904
4,0.9563737424318219,0.0038416634163588883,0.15,1.5,3,0.1,0.2319587157657535
5,0.9561690008702595,0.003952155476244011,0.15,1.5,3,0.1,0.25866671921305073
6,0.9559384889692142,0.003987719572136644,0.15,1.5,3,0.1,0.2884499140614817
7,0.9557262229261283,0.004100645622997508,0.15,1.5,3,0.1,0.32166238152015897
8,0.9552876346318137,0.00429604889920119,0.15,1.5,3,0.1,0.35869897213131735
9,0.954827256105701,0.00476724411332627,0.15,1.5,3,0.1,0.4
10,0.9557796135346004,0.004133555159108991,0.15,2.0,3,0.1,0.15
11,0.9560518777048983,0.003859057990381815,0.15,2.0,3,0.1,0.16727117907110808
12,0.9562720863821002,0.0038356539114690206,0.15,2.0,3,0.1,0.18653098231892473
13,0.9563621334816382,0.0037092653257613756,0.15,2.0,3,0.1,0.2080083823051904
14,0.9563130361583176,0.0037531406825229196,0.15,2.0,3,0.1,0.2319587157657535
15,0.9561424003146499,0.0039116478891864795,0.15,2.0,3,0.1,0.25866671921305073
16,0.9559050933591383,0.003970764453413895,0.15,2.0,3,0.1,0.2884499140614817
17,0.955667529491339,0.0040387428437390046,0.15,2.0,3,0.1,0.32166238152015897
18,0.9553453006489272,0.004227060269583751,0.15,2.0,3,0.1,0.35869897213131735
19,0.9548770117971545,0.004736295897997726,0.15,2.0,3,0.1,0.4
20,0.9556961616343512,0.004224179594559252,0.16727117907110808,1.5,3,0.1,0.15
21,0.9560623077115636,0.003985677254264177,0.16727117907110808,1.5,3,0.1,0.16727117907110808
22,0.9562341562547199,0.00381605195472226,0.16727117907110808,1.5,3,0.1,0.18653098231892473
23,0.9563150187215044,0.0038226888112249573,0.16727117907110808,1.5,3,0.1,0.2080083823051904
24,0.9563290923178542,0.0038661883317363897,0.16727117907110808,1.5,3,0.1,0.2319587157657535
25,0.9560833310915274,0.003935411921721057,0.16727117907110808,1.5,3,0.1,0.25866671921305073
26,0.9558738918159617,0.003983210509394981,0.16727117907110808,1.5,3,0.1,0.2884499140614817
27,0.9556170651597199,0.004168359627184315,0.16727117907110808,1.5,3,0.1,0.32166238152015897
28,0.9551636489167521,0.00441631842757063,0.16727117907110808,1.5,3,0.1,0.35869897213131735
29,0.9545652001990019,0.004938059277641348,0.16727117907110808,1.5,3,0.1,0.4
30,0.9558604582085559,0.003996248134327351,0.16727117907110808,2.0,3,0.1,0.15
31,0.9561629677979091,0.003797873546988627,0.16727117907110808,2.0,3,0.1,0.16727117907110808
32,0.956326288790223,0.003805252256196369,0.16727117907110808,2.0,3,0.1,0.18653098231892473
33,0.9563507971112226,0.003713860703558583,0.16727117907110808,2.0,3,0.1,0.2080083823051904
34,0.9562164632366891,0.003814461867618645,0.16727117907110808,2.0,3,0.1,0.2319587157657535
35,0.9560662595538624,0.0038772784959506274,0.16727117907110808,2.0,3,0.1,0.25866671921305073
36,0.9558542218866034,0.003994902449578755,0.16727117907110808,2.0,3,0.1,0.2884499140614817
37,0.9555666232572742,0.004093986638060863,0.16727117907110808,2.0,3,0.1,0.32166238152015897
38,0.9552121812746261,0.004371489471206986,0.16727117907110808,2.0,3,0.1,0.35869897213131735
39,0.9545976698585795,0.004773385472807106,0.16727117907110808,2.0,3,0.1,0.4
40,0.9558554556487424,0.004127038166555494,0.18653098231892473,1.5,3,0.1,0.15
41,0.9561641353752774,0.003926857116514047,0.18653098231892473,1.5,3,0.1,0.16727117907110808
42,0.9562591093566833,0.0037763171139047194,0.18653098231892473,1.5,3,0.1,0.18653098231892473
43,0.9563661576717962,0.0038303266418535653,0.18653098231892473,1.5,3,0.1,0.2080083823051904
44,0.9562369626184039,0.003924705349078729,0.18653098231892473,1.5,3,0.1,0.2319587157657535
45,0.9560178566486195,0.003972025956604222,0.18653098231892473,1.5,3,0.1,0.25866671921305073
46,0.9557725193236764,0.004019083157709794,0.18653098231892473,1.5,3,0.1,0.2884499140614817
47,0.955454374438653,0.0041670870222956635,0.18653098231892473,1.5,3,0.1,0.32166238152015897
48,0.9550272739651344,0.004567719058965892,0.18653098231892473,1.5,3,0.1,0.35869897213131735
49,0.9543267351727861,0.005004807212410898,0.18653098231892473,1.5,3,0.1,0.4
50,0.9559799247624998,0.003889932677737475,0.18653098231892473,2.0,3,0.1,0.15
51,0.9562334737974314,0.003829085367209096,0.18653098231892473,2.0,3,0.1,0.16727117907110808
52,0.956351031856504,0.0037523659462221242,0.18653098231892473,2.0,3,0.1,0.18653098231892473
53,0.9563049318648407,0.00369992451465498,0.18653098231892473,2.0,3,0.1,0.2080083823051904
54,0.9561353993662353,0.003879930650123094,0.18653098231892473,2.0,3,0.1,0.2319587157657535
55,0.9559660387280097,0.003921596280420575,0.18653098231892473,2.0,3,0.1,0.25866671921305073
56,0.9557504264547412,0.0039965307723933766,0.18653098231892473,2.0,3,0.1,0.2884499140614817
57,0.9554641942589142,0.004134344689917038,0.18653098231892473,2.0,3,0.1,0.32166238152015897
58,0.9550755230730686,0.004558254678375954,0.18653098231892473,2.0,3,0.1,0.35869897213131735
59,0.9543527830147867,0.004897658054583201,0.18653098231892473,2.0,3,0.1,0.4
60,0.9560230724965757,0.0040199380775207925,0.2080083823051904,1.5,3,0.1,0.15
61,0.9562191044533641,0.0038436869131716032,0.2080083823051904,1.5,3,0.1,0.16727117907110808
62,0.9563215942272606,0.003762934446413732,0.2080083823051904,1.5,3,0.1,0.18653098231892473
63,0.956383883925564,0.0038149059946102856,0.2080083823051904,1.5,3,0.1,0.2080083823051904
64,0.9561538783224567,0.003910618202564563,0.2080083823051904,1.5,3,0.1,0.2319587157657535
65,0.9559463682368321,0.004002040490717737,0.2080083823051904,1.5,3,0.1,0.25866671921305073
66,0.955719371838328,0.004091081992691918,0.2080083823051904,1.5,3,0.1,0.2884499140614817
67,0.9553132745550889,0.004220244249497026,0.2080083823051904,1.5,3,0.1,0.32166238152015897
68,0.9548295746880882,0.0047707271467510165,0.2080083823051904,1.5,3,0.1,0.35869897213131735
69,0.9541203374484712,0.005035894670899332,0.2080083823051904,1.5,3,0.1,0.4
70,0.9560846662273432,0.003796777503827991,0.2080083823051904,2.0,3,0.1,0.15
71,0.9562739031578913,0.003815036964625636,0.2080083823051904,2.0,3,0.1,0.16727117907110808
