Index,Score,Std Dev,estimator__C,estimator__epsilon,estimator__gamma
0,0.041309586747228066,0.003154232969513104,0.01,1.0,0.001
1,0.2375298594280487,0.006366962176286989,0.01,1.0,0.006812920690579615
2,0.45239278044406434,0.011646764741932103,0.01,1.0,0.046415888336127795
3,0.1446838514700018,0.00611963429591057,0.01,1.0,0.31622776601683794
4,-0.004891860102776813,0.0027004475977958253,0.01,1.0,2.1544346900318843
5,-0.007707105898858158,0.002675023248225796,0.01,1.0,14.677992676220706
6,-0.0077317144821936416,0.002678966164502674,0.01,1.0,100.0
7,0.04170866045980407,0.004672851744832483,0.01,0.1,0.001
8,0.24181675576665418,0.007050734036738946,0.01,0.1,0.006812920690579615
9,0.4689969639524677,0.010366329705645697,0.01,0.1,0.046415888336127795
10,0.14770868130408904,0.006103096721052946,0.01,0.1,0.31622776601683794
11,-0.0045139398383370775,0.004305084182893452,0.01,0.1,2.1544346900318843
12,-0.007342628150877839,0.004268330855419093,0.01,0.1,14.677992676220706
13,-0.007367835195214256,0.004272789410232864,0.01,0.1,100.0
14,0.04158721865499254,0.004927640359544467,0.01,0.01,0.001
15,0.24146376823543908,0.007376075050022194,0.01,0.01,0.006812920690579615
16,0.469105485184728,0.010741601386209916,0.01,0.01,0.046415888336127795
17,0.14746567208810551,0.0064204663361747925,0.01,0.01,0.31622776601683794
18,-0.004634302052805417,0.004361644394663698,0.01,0.01,2.1544346900318843
19,-0.007486689460917406,0.004328892310467615,0.01,0.01,14.677992676220706
20,-0.0075123730608831814,0.004332873746446126,0.01,0.01,100.0
21,0.2858008249897293,0.00719514340203138,0.06812920690579616,1.0,0.001
22,0.7396825625269638,0.011458740111321765,0.06812920690579616,1.0,0.006812920690579615
23,0.8949231068889116,0.007982752805664827,0.06812920690579616,1.0,0.046415888336127795
24,0.6414551468487206,0.01861336903031954,0.06812920690579616,1.0,0.31622776601683794
25,0.017296814015347585,0.0029975879542778424,0.06812920690579616,1.0,2.1544346900318843
26,-0.0014806340857713596,0.002669259204332411,0.06812920690579616,1.0,14.677992676220706
27,-0.0016456673235297425,0.0026901302526629424,0.06812920690579616,1.0,100.0
28,0.2918497640154531,0.007626160002980703,0.06812920690579616,0.1,0.001
29,0.7528238269359959,0.010716852308287755,0.06812920690579616,0.1,0.006812920690579615
30,0.9045499877521189,0.007665658752855476,0.06812920690579616,0.1,0.046415888336127795
31,0.6536032144445538,0.018945794499175567,0.06812920690579616,0.1,0.31622776601683794
32,0.017942390884577563,0.004405264917826813,0.06812920690579616,0.1,2.1544346900318843
33,-0.0010283792251758795,0.00409504236777328,0.06812920690579616,0.1,14.677992676220706
34,-0.001195065603564882,0.004120565200059321,0.06812920690579616,0.1,100.0
35,0.2913925309265652,0.008009164083958943,0.06812920690579616,0.01,0.001
36,0.7537732382898719,0.010416428664329598,0.06812920690579616,0.01,0.006812920690579615
37,0.9043761702641518,0.00767385337018996,0.06812920690579616,0.01,0.046415888336127795
38,0.654117105639837,0.019096738113609582,0.06812920690579616,0.01,0.31622776601683794
39,0.017749449310916387,0.004440158338326303,0.06812920690579616,0.01,2.1544346900318843
40,-0.0013150071129763407,0.004125632220729129,0.06812920690579616,0.01,14.677992676220706
41,-0.0015025950844694935,0.004166643903417203,0.06812920690579616,0.01,100.0
42,0.7582357383546772,0.009580224075398457,0.464158883361278,1.0,0.001
43,0.9088690134914049,0.004575874093753371,0.464158883361278,1.0,0.006812920690579615
44,0.9491107160059722,0.003540577745996998,0.464158883361278,1.0,0.046415888336127795
45,0.903161024810861,0.008817233988125108,0.464158883361278,1.0,0.31622776601683794
46,0.1496269146921129,0.007268680562170092,0.464158883361278,1.0,2.1544346900318843
47,0.036815118421686,0.00451949923240238,0.464158883361278,1.0,14.677992676220706
48,0.035743491826047656,0.004520757029020105,0.464158883361278,1.0,100.0
49,0.7695122995995716,0.009562980398230503,0.464158883361278,0.1,0.001
50,0.9136807385697612,0.004832953290290886,0.464158883361278,0.1,0.006812920690579615
51,0.9514877532332153,0.0035656434874461124,0.464158883361278,0.1,0.046415888336127795
52,0.9114068905897655,0.00817753744749972,0.464158883361278,0.1,0.31622776601683794
53,0.1534266303201386,0.008150924512666694,0.464158883361278,0.1,2.1544346900318843
54,0.0374251557477334,0.004745140977154138,0.464158883361278,0.1,14.677992676220706
55,0.036334973009439955,0.004805475968872425,0.464158883361278,0.1,100.0
56,0.7710884802620523,0.00993241157979501,0.464158883361278,0.01,0.001
57,0.9136285184125648,0.004675666892313382,0.464158883361278,0.01,0.006812920690579615
