Index,Score,Std Dev,estimator__C,estimator__epsilon,estimator__gamma
0,0.850607250587166,0.006257259050318952,1.0,0.1,0.001
1,0.8709561169141631,0.0056717500173045984,1.0,0.1,0.0013869188565300285
2,0.8859822874189174,0.00526789367365463,1.0,0.1,0.00192354391459856
3,0.8983109476780587,0.004905607201534188,1.0,0.1,0.0026677993265203275
4,0.9096756784020702,0.004469267872569,1.0,0.1,0.0037000211913891527
5,0.9194633383381259,0.004486056408681696,1.0,0.1,0.005131629159898318
6,0.9280579070795657,0.00462884410882714,1.0,0.1,0.007117153246582319
7,0.9355574375315621,0.004698022017163133,1.0,0.1,0.00987091404249892
8,0.9415642601080458,0.004597445074120228,1.0,0.1,0.013690156816728805
9,0.9464440538970947,0.004222169169355964,1.0,0.1,0.018987136637974283
10,0.9502218097320252,0.003916433439492046,1.0,0.1,0.02633361783471869
11,0.9535213831011962,0.0034548067158983045,1.0,0.1,0.036522591135626795
12,0.9560990478467628,0.0030653246367654363,1.0,0.1,0.05065387033533725
13,0.9578541080477578,0.0027865300413643084,1.0,0.1,0.07025280792430623
14,0.9585537519983834,0.0030974545777706862,1.0,0.1,0.09743494403440249
15,0.9578887208356448,0.0035888342513090165,1.0,0.1,0.13513436116626068
16,0.9548691101963629,0.004418726628021726,1.0,0.1,0.1874203936666262
17,0.946998805644063,0.006095514733170367,1.0,0.1,0.259936878074525
18,0.9312366060915185,0.008073906422160675,1.0,0.1,0.3605113577091053
19,0.9009518029915491,0.010233098165342966,1.0,0.1,0.5
20,0.8711818664219525,0.005551497754579938,1.4384498882876628,0.1,0.001
21,0.8848835744597974,0.005203954728283739,1.4384498882876628,0.1,0.0013869188565300285
22,0.8960759185218918,0.004935506940506372,1.4384498882876628,0.1,0.00192354391459856
23,0.9066362986246466,0.004521851863861997,1.4384498882876628,0.1,0.0026677993265203275
24,0.9159099173477596,0.004408501714696372,1.4384498882876628,0.1,0.0037000211913891527
25,0.9244030620213366,0.004419733729597697,1.4384498882876628,0.1,0.005131629159898318
26,0.9320656273985849,0.004478352947777896,1.4384498882876628,0.1,0.007117153246582319
27,0.9384399639223714,0.004749288109609752,1.4384498882876628,0.1,0.00987091404249892
28,0.9439130289248965,0.0045136285968487505,1.4384498882876628,0.1,0.013690156816728805
29,0.9482719682129005,0.004225075114805659,1.4384498882876628,0.1,0.018987136637974283
30,0.9519306777326022,0.003747671887828927,1.4384498882876628,0.1,0.02633361783471869
31,0.9551747474165035,0.0033176255680186398,1.4384498882876628,0.1,0.036522591135626795
32,0.9577557881291805,0.0029745250134506156,1.4384498882876628,0.1,0.05065387033533725
33,0.9596347275683961,0.0027148912502691176,1.4384498882876628,0.1,0.07025280792430623
34,0.9607641695051476,0.003013853492447686,1.4384498882876628,0.1,0.09743494403440249
35,0.960713459261496,0.0035441787346510794,1.4384498882876628,0.1,0.13513436116626068
36,0.9587064382901322,0.004422064793738667,1.4384498882876628,0.1,0.1874203936666262
37,0.9530151945477312,0.005967724073554771,1.4384498882876628,0.1,0.259936878074525
38,0.9409041781726041,0.007686818269180032,1.4384498882876628,0.1,0.3605113577091053
39,0.9174959516584673,0.009510695248572804,1.4384498882876628,0.1,0.5
40,0.8840220498547999,0.005124018531750525,2.0691380811147897,0.1,0.001
41,0.8944308750213829,0.004777525879747513,2.0691380811147897,0.1,0.0013869188565300285
42,0.9038850689211465,0.00456235069756458,2.0691380811147897,0.1,0.00192354391459856
43,0.9126357470309594,0.004343010669920999,2.0691380811147897,0.1,0.0026677993265203275
44,0.9205643679696592,0.00424679956137002,2.0691380811147897,0.1,0.0037000211913891527
45,0.9283456264315234,0.004433223043953396,2.0691380811147897,0.1,0.005131629159898318
46,0.935027441182202,0.004628748741200673,2.0691380811147897,0.1,0.007117153246582319
47,0.9409350415625599,0.004605259523393724,2.0691380811147897,0.1,0.00987091404249892
48,0.9458209297049756,0.00450423703351421,2.0691380811147897,0.1,0.013690156816728805
49,0.9499402025494206,0.004127282206692423,2.0691380811147897,0.1,0.018987136637974283
