Index,Score,Score TRAIN,Std,Std Dev TRAIN,estimator__C,estimator__epsilon,estimator__gamma
0,0.9663983288739951,0.9875082703721034,0.0028006295734158896,0.0005315344860510125,18.32,0.1,0.135
