Index,Score,Std Dev,activation,batch_size,decay_rate,epochs,loss_function,lr,mom
0,3.4417669773101807,0,0,0,0.03069641580526206,0,0,0.0013173652358926947,0.869565712975914
1,2.668945550918579,0,0,0,0.011331720353846551,0,0,0.0017423177877198914,0.5296862992617158
2,1.9426171779632568,0,0,0,0.002841137258636676,0,0,0.0027041402021043704,0.3143653738677401
3,2.408721685409546,0,0,0,0.00023225024611885854,0,0,0.0009368701774237207,0.7386852471152916
4,2.6370577812194824,0,0,0,0.003124420230536171,0,0,0.0004888061666098642,0.5808863472146358
5,1.8712936639785767,0,0,0,0.00018296031428308512,0,0,0.008069659922787334,0.49316953578935063
6,3.0058062076568604,0,0,0,0.00010863220318150882,0,0,0.0030310574217111462,0.14080474252679792
7,3.145768165588379,0,0,0,1.6144259917242717e-05,0,0,0.0010605244864984563,0.8829817087358222
8,2.238246440887451,0,0,0,0.001243781223103111,0,0,0.002795481630623212,0.04127012985872662
9,4.415849208831787,0,0,0,0.045084566847278525,0,0,0.0006901719379323506,0.8475714680192901
10,,0,0,0,0.00020720057201008892,0,0,0.009927143767412397,0.7886411628004533
11,2.0029284954071045,0,0,0,0.0002629617331030762,0,0,0.0012140425634376464,0.38923984181113686
12,3.5676116943359375,0,0,0,0.02522597435928054,0,0,0.0006730006965033782,0.8222653426801609
13,2.139770746231079,0,0,0,6.887742102499542e-05,0,0,0.0004126719831792406,0.5413489775664544
14,3.330695867538452,0,0,0,0.03502183752517559,0,0,0.002834648137241822,0.1200671209131276
15,2.3689746856689453,0,0,0,0.00014617350958407831,0,0,0.0006726036030366936,0.20587437183024432
16,1.077519178390503,0,0,0,0.0001757392478590557,0,0,0.0022913856416797965,0.93439265704568
17,2.456511974334717,0,0,0,0.0008662627471702434,0,0,0.00024523037929144773,0.7332524721891351
18,1.8435907363891602,0,0,0,0.0009796472892482618,0,0,0.0012087828019486666,0.6862739587081775
19,6.838027477264404,0,0,0,1.5078728527940207e-05,0,0,0.0060873552160970006,0.7108694688442062
20,2.643587112426758,0,0,0,0.008450272433586006,0,0,0.002182786719331531,0.09312979346584851
21,,0,0,0,0.0005428124625192478,0,0,0.00447951907024537,0.9773424766402664
22,,0,0,0,3.2773577904953166e-05,0,0,0.004279451640963729,0.9630849882474004
23,,0,0,0,0.0006316285414966864,0,0,0.004991101475887168,0.9585189962260996
24,,0,0,0,4.087765233103159e-05,0,0,0.004709566387266776,0.985909804532713
25,,0,0,0,3.490833668551427e-05,0,0,0.005018209648341601,0.9874263295163809
26,2.7707440853118896,0,0,0,3.86421876145238e-05,0,0,0.00010933929167190626,0.9803294100176361
27,,0,0,0,0.0005035323447323803,0,0,0.005096140702607411,0.9824827749612977
28,,0,0,0,0.0005289320201418849,0,0,0.005295489969460476,0.9855166970831222
29,,0,0,0,0.0005558450277173329,0,0,0.005923899961044252,0.9842613276053156
30,,0,0,0,0.0005178609249906537,0,0,0.006165465432269904,0.9556473377494102
31,,0,0,0,0.0005860513233581638,0,0,0.004546087010905024,0.9575312156646847
32,,0,0,0,0.000662712223949542,0,0,0.004962641198361517,0.9897713509912713
33,4.68855094909668,0,0,0,0.000628546792834343,0,0,0.004178049222790594,0.9435543564362331
34,1.2370685338974,0,0,0,0.0003905715982178796,0,0,0.004924810338276156,0.642560089102584
35,1.2630009651184082,0,0,0,3.859083978520494e-05,0,0,0.005013638075740483,0.6189939042876086
36,1.0831801891326904,0,0,0,0.00042862711766939707,0,0,0.008484429670214068,0.42308460978906637
37,1.4150036573410034,0,0,0,0.0018926543492086651,0,0,0.006385636380777381,0.3155377388444178
38,1.9828780889511108,0,0,0,0.000469890102416376,0,0,0.008250709187926227,0.4112685581831434
39,2.5834033489227295,0,0,0,5.9482222865676466e-05,0,0,0.00020287521871012817,0.461743967163301
40,4.991634845733643,0,0,0,0.09872127188738265,0,0,0.0016258004853612637,0.2694772663147331
41,2.5646350383758545,0,0,0,2.581475996496962e-05,0,0,0.0038929991135571575,0.3937662525141626
42,2.774768590927124,0,0,0,0.006051558777895689,0,0,0.0018851648552148399,0.7938344925940344
43,2.1045687198638916,0,0,0,9.404199242471465e-05,0,0,0.009279914322997969,0.23032320137059148
44,,0,0,0,0.0038904936354882615,0,0,0.009850051228953377,0.43199554533606727
45,2.9626989364624023,0,0,0,0.002719821842969824,0,0,0.0037716503584516716,0.32628579815064956
46,,0,0,0,0.0003295972049789086,0,0,0.009895081547410036,0.9183341677010517
47,1.9495739936828613,0,0,0,0.0003868856005148663,0,0,0.0016908107733470386,0.4519907007588324
48,,0,0,0,0.00027485860641026055,0,0,0.0071948668905202654,0.5812207294012083
49,,0,0,0,0.0002358633607496307,0,0,0.009726999672034244,0.5682153955730581
50,1.1911522150039673,0,0,0,0.0002647812436070266,0,0,0.006623651031336746,0.5750074930344775
51,2.523789882659912,0,0,0,0.001485177042951936,0,0,0.0022113036360771423,0.5111386999705056
52,2.855649471282959,0,0,0,0.004151685423597202,0,0,0.0008788835576164964,0.9220340833497966
53,2.4357213973999023,0,0,0,1.03830722210548e-05,0,0,0.0003458613519917829,0.7680057558887088
54,10.105247497558594,0,0,0,0.017192131316553092,0,0,0.00012455365013613458,0.010525617039358781
55,,0,0,0,0.00013033238592138443,0,0,0.009717199604785317,0.18039745438604224
56,,0,0,0,0.00014219375970686581,0,0,0.00926981714938519,0.18330896991341916
57,,0,0,0,0.0001344435645765403,0,0,0.007451156475612699,0.3581778467293986
58,1.9650354385375977,0,0,0,0.00015808840059365826,0,0,0.003310598030701022,0.1752858615743004
59,1.3238049745559692,0,0,0,8.428195722762334e-05,0,0,0.009114998645945427,0.8904725310027177
60,2.7297167778015137,0,0,0,4.3599363790748435e-05,0,0,0.0024128368821566973,0.6649839343418172
61,2.4245810508728027,0,0,0,0.0006279506259325145,0,0,0.0008899473151583066,0.3613332514388544
62,2.3285508155822754,0,0,0,0.00021774303846746194,0,0,0.0005308759437760347,0.5604126475462298
63,1.2164335250854492,0,0,0,0.00012378982610090433,0,0,0.004782543095792043,0.603289109891698
64,1.996363878250122,0,0,0,2.231710128411599e-05,0,0,0.0014228532473532993,0.4939117471427107
65,1.3735132217407227,0,0,0,1.0335117690471494e-05,0,0,0.006569614752754678,0.06761631168839416
66,2.8728408813476562,0,0,0,0.0023047673921092054,0,0,0.0010596771246150704,0.26328875557446957
67,2.2276089191436768,0,0,0,0.0038882942704225867,0,0,0.0033931098371445087,0.14985411265668225
68,2.2642176151275635,0,0,0,0.0011493537037121882,0,0,0.0014280905197733918,0.4264302465633172
69,26.31061363220215,0,0,0,0.00027519831282491624,0,0,0.0026352964912508235,0.9887607059179779
70,2.3871657848358154,0,0,0,0.0006537596074548647,0,0,0.0005615636228757427,0.36641389932365415
71,2.7626543045043945,0,0,0,5.504335019902867e-05,0,0,0.00033406532805250544,0.8446243593779059
72,3.3860583305358887,0,0,0,0.07824377831082055,0,0,0.005304472282309069,0.7550018024483398
73,3.3947958946228027,0,0,0,0.017480434789110995,0,0,0.0019262319628823696,0.2691616400173803
74,,0,0,0,0.001530018610546309,0,0,0.007729410268886451,0.7034399727808196
75,2.2090086936950684,0,0,0,2.660883952196882e-05,0,0,0.0002048795591301399,0.5320170912372837
76,1.3033969402313232,0,0,0,0.0008294870098110062,0,0,0.009990948806465403,0.46241442602472443
77,2.131201982498169,0,0,0,0.0017295478844389805,0,0,0.0007480507215768659,0.7227289370712516
78,2.849574565887451,0,0,0,0.007086688069049541,0,0,0.0012070448526051093,0.8131486318762938
79,,0,0,0,0.00036392549582482285,0,0,0.00758529519256877,0.6875590022942547
80,1.3953583240509033,0,0,0,0.0003702555053301001,0,0,0.007180610771277596,0.6746567777703723
81,,0,0,0,1.681203499457879e-05,0,0,0.007509096804007551,0.948083297163456
82,1.8731448650360107,0,0,0,0.00017787748383295615,0,0,0.007655813255870055,0.2128156017393224
83,1.7757703065872192,0,0,0,1.3364849083306797e-05,0,0,0.005413978395334968,0.6319831125064044
84,1.6970977783203125,0,0,0,8.16625957669233e-05,0,0,0.003200435995552028,0.33856406393192795
85,4.971599578857422,0,0,0,0.011754606740148298,0,0,0.00014739474569077534,0.5984993432720175
86,2.3001482486724854,0,0,0,0.00011769272962498539,0,0,0.000425882780642466,0.7051126298786581
87,1.1109386682510376,0,0,0,0.0003116265246369563,0,0,0.004385891420951012,0.5617457526738273
88,12.462329864501953,0,0,0,0.0002085746876787749,0,0,0.004306991198550008,0.8980500635916749
89,,0,0,0,0.000551987027674385,0,0,0.00581192530470543,0.9642842915393515
90,2.215651750564575,0,0,0,0.0002918682537140619,0,0,0.0027444335995016047,0.29980492911780565
91,1.2198206186294556,0,0,0,0.0004480143477907221,0,0,0.005784612776943015,0.43183040199227574
92,47.45368957519531,0,0,0,0.0005685299634425131,0,0,0.004482230935621315,0.9684565949938015
93,1.2696853876113892,0,0,0,0.0008877684098632981,0,0,0.00374072632222416,0.8627101672864782
94,1.2736304998397827,0,0,0,0.0012621476990965015,0,0,0.008532914041662093,0.47531682508636813
95,2.774751663208008,0,0,0,6.521759737770448e-05,0,0,0.0020797206338084074,0.38621632655715754
96,1.8856289386749268,0,0,0,0.00014403203022702674,0,0,0.0024383739970014777,0.5647269509733501
97,2.0889732837677,0,0,0,3.3116230888692815e-05,0,0,0.0014939323238566198,0.5203759137027175
98,2.203662633895874,0,0,0,0.003566283999538791,0,0,0.0030894808168532703,0.6578792155949863
99,1.3357921838760376,0,0,0,0.00030548470179582714,0,0,0.009788723901469258,0.2382688081563083
