Index,C,Score,gamma
0,0.01,0.568,0.001
1,0.01,0.568,0.003593813663804626
2,0.01,0.568,0.01291549665014884
3,0.01,0.568,0.046415888336127795
4,0.01,0.576,0.1668100537200059
5,0.01,0.544,0.5994842503189409
6,0.01,0.536,2.1544346900318843
7,0.01,0.536,7.742636826811277
8,0.01,0.504,27.825594022071257
9,0.01,0.504,100.0
10,0.03593813663804628,0.568,0.001
11,0.03593813663804628,0.568,0.003593813663804626
12,0.03593813663804628,0.568,0.01291549665014884
13,0.03593813663804628,0.568,0.046415888336127795
14,0.03593813663804628,0.576,0.1668100537200059
15,0.03593813663804628,0.544,0.5994842503189409
16,0.03593813663804628,0.536,2.1544346900318843
17,0.03593813663804628,0.536,7.742636826811277
18,0.03593813663804628,0.496,27.825594022071257
19,0.03593813663804628,0.496,100.0
20,0.1291549665014884,0.568,0.001
21,0.1291549665014884,0.568,0.003593813663804626
22,0.1291549665014884,0.568,0.01291549665014884
23,0.1291549665014884,0.568,0.046415888336127795
24,0.1291549665014884,0.6010000000000001,0.1668100537200059
25,0.1291549665014884,0.544,0.5994842503189409
26,0.1291549665014884,0.536,2.1544346900318843
27,0.1291549665014884,0.536,7.742636826811277
28,0.1291549665014884,0.496,27.825594022071257
29,0.1291549665014884,0.496,100.0
30,0.464158883361278,0.568,0.001
31,0.464158883361278,0.568,0.003593813663804626
32,0.464158883361278,0.568,0.01291549665014884
33,0.464158883361278,0.608,0.046415888336127795
34,0.464158883361278,0.6166666666666667,0.1668100537200059
35,0.464158883361278,0.5763333333333335,0.5994842503189409
36,0.464158883361278,0.536,2.1544346900318843
37,0.464158883361278,0.536,7.742636826811277
38,0.464158883361278,0.504,27.825594022071257
39,0.464158883361278,0.496,100.0
40,1.6681005372000592,0.568,0.001
41,1.6681005372000592,0.568,0.003593813663804626
42,1.6681005372000592,0.5996666666666666,0.01291549665014884
43,1.6681005372000592,0.616,0.046415888336127795
44,1.6681005372000592,0.625,0.1668100537200059
45,1.6681005372000592,0.544,0.5994842503189409
46,1.6681005372000592,0.5526666666666668,2.1544346900318843
47,1.6681005372000592,0.528,7.742636826811277
48,1.6681005372000592,0.528,27.825594022071257
49,1.6681005372000592,0.504,100.0
50,5.994842503189409,0.568,0.001
51,5.994842503189409,0.5996666666666667,0.003593813663804626
52,5.994842503189409,0.6493333333333334,0.01291549665014884
53,5.994842503189409,0.641,0.046415888336127795
54,5.994842503189409,0.6663333333333333,0.1668100537200059
55,5.994842503189409,0.552,0.5994842503189409
56,5.994842503189409,0.5526666666666668,2.1544346900318843
57,5.994842503189409,0.528,7.742636826811277
58,5.994842503189409,0.528,27.825594022071257
59,5.994842503189409,0.504,100.0
60,21.544346900318846,0.5996666666666667,0.001
61,21.544346900318846,0.633,0.003593813663804626
62,21.544346900318846,0.6826666666666666,0.01291549665014884
63,21.544346900318846,0.642,0.046415888336127795
64,21.544346900318846,0.6826666666666668,0.1668100537200059
65,21.544346900318846,0.552,0.5994842503189409
66,21.544346900318846,0.5526666666666668,2.1544346900318843
67,21.544346900318846,0.528,7.742636826811277
68,21.544346900318846,0.528,27.825594022071257
69,21.544346900318846,0.504,100.0
70,77.42636826811278,0.633,0.001
71,77.42636826811278,0.6826666666666666,0.003593813663804626
72,77.42636826811278,0.6496666666666666,0.01291549665014884
73,77.42636826811278,0.756,0.046415888336127795
74,77.42636826811278,0.6826666666666668,0.1668100537200059
75,77.42636826811278,0.552,0.5994842503189409
76,77.42636826811278,0.5526666666666668,2.1544346900318843
77,77.42636826811278,0.528,7.742636826811277
78,77.42636826811278,0.528,27.825594022071257
79,77.42636826811278,0.504,100.0
80,278.2559402207126,0.6746666666666666,0.001
81,278.2559402207126,0.6746666666666666,0.003593813663804626
82,278.2559402207126,0.642,0.01291549665014884
83,278.2559402207126,0.756,0.046415888336127795
84,278.2559402207126,0.6826666666666668,0.1668100537200059
85,278.2559402207126,0.552,0.5994842503189409
86,278.2559402207126,0.5526666666666668,2.1544346900318843
87,278.2559402207126,0.528,7.742636826811277
88,278.2559402207126,0.528,27.825594022071257
89,278.2559402207126,0.504,100.0
90,1000.0,0.6826666666666666,0.001
91,1000.0,0.658,0.003593813663804626
92,1000.0,0.764,0.01291549665014884
93,1000.0,0.756,0.046415888336127795
94,1000.0,0.6826666666666668,0.1668100537200059
95,1000.0,0.552,0.5994842503189409
96,1000.0,0.5526666666666668,2.1544346900318843
97,1000.0,0.528,7.742636826811277
98,1000.0,0.528,27.825594022071257
99,1000.0,0.504,100.0
