Index,C,Score,coef0,degree,gamma
54,5.000000000000001,0.674,0.0,3,0.19283519958849898
55,5.000000000000001,0.674,0.0,3,0.22313158355230872
56,5.000000000000001,0.674,0.0,3,0.25818783958948094
57,5.000000000000001,0.674,0.0,3,0.298751792330897
58,5.000000000000001,0.674,0.0,3,0.34568875731264204
59,5.000000000000001,0.674,0.0,3,0.4
60,5.000000000000001,0.649,1.5,1,0.025000000000000005
61,5.000000000000001,0.633,1.5,1,0.028927755932068
62,5.000000000000001,0.658,1.5,1,0.033472602530611816
63,5.000000000000001,0.609,1.5,1,0.0387314910566664
64,5.000000000000001,0.625,1.5,1,0.0448166048068928
65,5.000000000000001,0.6336666666666667,1.5,1,0.051857752222309594
66,5.000000000000001,0.658,1.5,1,0.06000513597890514
67,5.000000000000001,0.6746666666666666,1.5,1,0.06943255713073282
68,5.000000000000001,0.6746666666666666,1.5,1,0.08034112265668825
69,5.000000000000001,0.6746666666666666,1.5,1,0.0929635355008406
70,5.000000000000001,0.6746666666666666,1.5,1,0.10756905862201824
71,5.000000000000001,0.6746666666666666,1.5,1,0.12446925894640233
72,5.000000000000001,0.6746666666666666,1.5,1,0.14402465375387588
73,5.000000000000001,0.6746666666666666,1.5,1,0.16665240127970884
74,5.000000000000001,0.6826666666666666,1.5,1,0.19283519958849898
75,5.000000000000001,0.6826666666666666,1.5,1,0.22313158355230872
76,5.000000000000001,0.6826666666666666,1.5,1,0.25818783958948094
77,5.000000000000001,0.6826666666666666,1.5,1,0.298751792330897
78,5.000000000000001,0.6826666666666666,1.5,1,0.34568875731264204
79,5.000000000000001,0.6826666666666666,1.5,1,0.4
80,5.000000000000001,0.6826666666666666,1.5,2,0.025000000000000005
81,5.000000000000001,0.6906666666666667,1.5,2,0.028927755932068
82,5.000000000000001,0.6826666666666666,1.5,2,0.033472602530611816
83,5.000000000000001,0.6746666666666666,1.5,2,0.0387314910566664
84,5.000000000000001,0.6746666666666666,1.5,2,0.0448166048068928
85,5.000000000000001,0.6746666666666666,1.5,2,0.051857752222309594
86,5.000000000000001,0.6333333333333333,1.5,2,0.06000513597890514
87,5.000000000000001,0.6413333333333333,1.5,2,0.06943255713073282
88,5.000000000000001,0.65,1.5,2,0.08034112265668825
89,5.000000000000001,0.6256666666666666,1.5,2,0.0929635355008406
90,5.000000000000001,0.609,1.5,2,0.10756905862201824
91,5.000000000000001,0.6503333333333333,1.5,2,0.12446925894640233
92,5.000000000000001,0.675,1.5,2,0.14402465375387588
93,5.000000000000001,0.7236666666666667,1.5,2,0.16665240127970884
94,5.000000000000001,0.756,1.5,2,0.19283519958849898
95,5.000000000000001,0.772,1.5,2,0.22313158355230872
96,5.000000000000001,0.764,1.5,2,0.25818783958948094
97,5.000000000000001,0.78,1.5,2,0.298751792330897
98,5.000000000000001,0.78,1.5,2,0.34568875731264204
99,5.000000000000001,0.78,1.5,2,0.4
100,5.000000000000001,0.658,1.5,3,0.025000000000000005
101,5.000000000000001,0.6413333333333333,1.5,3,0.028927755932068
102,5.000000000000001,0.6413333333333333,1.5,3,0.033472602530611816
103,5.000000000000001,0.6336666666666666,1.5,3,0.0387314910566664
104,5.000000000000001,0.6253333333333333,1.5,3,0.0448166048068928
105,5.000000000000001,0.6253333333333333,1.5,3,0.051857752222309594
106,5.000000000000001,0.6503333333333333,1.5,3,0.06000513597890514
107,5.000000000000001,0.6993333333333334,1.5,3,0.06943255713073282
108,5.000000000000001,0.748,1.5,3,0.08034112265668825
109,5.000000000000001,0.756,1.5,3,0.0929635355008406
110,5.000000000000001,0.764,1.5,3,0.10756905862201824
111,5.000000000000001,0.764,1.5,3,0.12446925894640233
112,5.000000000000001,0.772,1.5,3,0.14402465375387588
113,5.000000000000001,0.7803333333333333,1.5,3,0.16665240127970884
114,5.000000000000001,0.7883333333333333,1.5,3,0.19283519958849898
115,5.000000000000001,0.7883333333333333,1.5,3,0.22313158355230872
116,5.000000000000001,0.7883333333333333,1.5,3,0.25818783958948094
117,5.000000000000001,0.7883333333333333,1.5,3,0.298751792330897
118,5.000000000000001,0.7883333333333333,1.5,3,0.34568875731264204
119,5.000000000000001,0.7883333333333333,1.5,3,0.4
120,5.000000000000001,0.649,3.0,1,0.025000000000000005
121,5.000000000000001,0.633,3.0,1,0.028927755932068
122,5.000000000000001,0.6663333333333334,3.0,1,0.033472602530611816
123,5.000000000000001,0.609,3.0,1,0.0387314910566664
124,5.000000000000001,0.625,3.0,1,0.0448166048068928
125,5.000000000000001,0.6336666666666667,3.0,1,0.051857752222309594
126,5.000000000000001,0.658,3.0,1,0.06000513597890514
127,5.000000000000001,0.6666666666666666,3.0,1,0.06943255713073282
128,5.000000000000001,0.6746666666666666,3.0,1,0.08034112265668825
129,5.000000000000001,0.6746666666666666,3.0,1,0.0929635355008406
130,5.000000000000001,0.6746666666666666,3.0,1,0.10756905862201824
131,5.000000000000001,0.6746666666666666,3.0,1,0.12446925894640233
132,5.000000000000001,0.6746666666666666,3.0,1,0.14402465375387588
133,5.000000000000001,0.6746666666666666,3.0,1,0.16665240127970884
134,5.000000000000001,0.6826666666666666,3.0,1,0.19283519958849898
135,5.000000000000001,0.6826666666666666,3.0,1,0.22313158355230872
136,5.000000000000001,0.6826666666666666,3.0,1,0.25818783958948094
137,5.000000000000001,0.6826666666666666,3.0,1,0.298751792330897
138,5.000000000000001,0.6826666666666666,3.0,1,0.34568875731264204
139,5.000000000000001,0.6826666666666666,3.0,1,0.4
140,5.000000000000001,0.6906666666666667,3.0,2,0.025000000000000005
141,5.000000000000001,0.6906666666666667,3.0,2,0.028927755932068
142,5.000000000000001,0.6746666666666666,3.0,2,0.033472602530611816
143,5.000000000000001,0.6746666666666666,3.0,2,0.0387314910566664
144,5.000000000000001,0.6666666666666666,3.0,2,0.0448166048068928
145,5.000000000000001,0.6333333333333333,3.0,2,0.051857752222309594
146,5.000000000000001,0.6413333333333333,3.0,2,0.06000513597890514
147,5.000000000000001,0.6496666666666666,3.0,2,0.06943255713073282
148,5.000000000000001,0.634,3.0,2,0.08034112265668825
149,5.000000000000001,0.6173333333333333,3.0,2,0.0929635355008406
150,5.000000000000001,0.609,3.0,2,0.10756905862201824
151,5.000000000000001,0.6336666666666666,3.0,2,0.12446925894640233
152,5.000000000000001,0.675,3.0,2,0.14402465375387588
153,5.000000000000001,0.7073333333333334,3.0,2,0.16665240127970884
154,5.000000000000001,0.756,3.0,2,0.19283519958849898
155,5.000000000000001,0.764,3.0,2,0.22313158355230872
156,5.000000000000001,0.764,3.0,2,0.25818783958948094
157,5.000000000000001,0.764,3.0,2,0.298751792330897
158,5.000000000000001,0.772,3.0,2,0.34568875731264204
159,5.000000000000001,0.772,3.0,2,0.4
160,5.000000000000001,0.634,3.0,3,0.025000000000000005
161,5.000000000000001,0.6176666666666666,3.0,3,0.028927755932068
162,5.000000000000001,0.609,3.0,3,0.033472602530611816
163,5.000000000000001,0.6253333333333333,3.0,3,0.0387314910566664
164,5.000000000000001,0.6503333333333333,3.0,3,0.0448166048068928
165,5.000000000000001,0.6913333333333334,3.0,3,0.051857752222309594
166,5.000000000000001,0.748,3.0,3,0.06000513597890514
167,5.000000000000001,0.756,3.0,3,0.06943255713073282
168,5.000000000000001,0.764,3.0,3,0.08034112265668825
169,5.000000000000001,0.764,3.0,3,0.0929635355008406
170,5.000000000000001,0.764,3.0,3,0.10756905862201824
171,5.000000000000001,0.764,3.0,3,0.12446925894640233
172,5.000000000000001,0.764,3.0,3,0.14402465375387588
173,5.000000000000001,0.764,3.0,3,0.16665240127970884
174,5.000000000000001,0.764,3.0,3,0.19283519958849898
175,5.000000000000001,0.764,3.0,3,0.22313158355230872
176,5.000000000000001,0.772,3.0,3,0.25818783958948094
177,5.000000000000001,0.7803333333333333,3.0,3,0.298751792330897
178,5.000000000000001,0.7803333333333333,3.0,3,0.34568875731264204
179,5.000000000000001,0.7883333333333333,3.0,3,0.4
180,6.2023591733065695,0.633,0.0,1,0.025000000000000005
181,6.2023591733065695,0.6173333333333334,0.0,1,0.028927755932068
182,6.2023591733065695,0.625,0.0,1,0.033472602530611816
183,6.2023591733065695,0.625,0.0,1,0.0387314910566664
184,6.2023591733065695,0.6496666666666666,0.0,1,0.0448166048068928
185,6.2023591733065695,0.6746666666666666,0.0,1,0.051857752222309594
186,6.2023591733065695,0.6746666666666666,0.0,1,0.06000513597890514
187,6.2023591733065695,0.6746666666666666,0.0,1,0.06943255713073282
188,6.2023591733065695,0.6826666666666666,0.0,1,0.08034112265668825
189,6.2023591733065695,0.6746666666666666,0.0,1,0.0929635355008406
190,6.2023591733065695,0.6746666666666666,0.0,1,0.10756905862201824
191,6.2023591733065695,0.6746666666666666,0.0,1,0.12446925894640233
192,6.2023591733065695,0.6826666666666666,0.0,1,0.14402465375387588
193,6.2023591733065695,0.6826666666666666,0.0,1,0.16665240127970884
194,6.2023591733065695,0.6826666666666666,0.0,1,0.19283519958849898
195,6.2023591733065695,0.6826666666666666,0.0,1,0.22313158355230872
196,6.2023591733065695,0.6826666666666666,0.0,1,0.25818783958948094
197,6.2023591733065695,0.6826666666666666,0.0,1,0.298751792330897
198,6.2023591733065695,0.6826666666666666,0.0,1,0.34568875731264204
199,6.2023591733065695,0.6826666666666666,0.0,1,0.4
200,6.2023591733065695,0.617,0.0,2,0.025000000000000005
201,6.2023591733065695,0.6,0.0,2,0.028927755932068
202,6.2023591733065695,0.617,0.0,2,0.033472602530611816
203,6.2023591733065695,0.6163333333333333,0.0,2,0.0387314910566664
204,6.2023591733065695,0.6166666666666667,0.0,2,0.0448166048068928
205,6.2023591733065695,0.592,0.0,2,0.051857752222309594
206,6.2023591733065695,0.65,0.0,2,0.06000513597890514
207,6.2023591733065695,0.625,0.0,2,0.06943255713073282
208,6.2023591733065695,0.6333333333333334,0.0,2,0.08034112265668825
209,6.2023591733065695,0.642,0.0,2,0.0929635355008406
210,6.2023591733065695,0.6663333333333333,0.0,2,0.10756905862201824
211,6.2023591733065695,0.6913333333333334,0.0,2,0.12446925894640233
212,6.2023591733065695,0.7236666666666667,0.0,2,0.14402465375387588
213,6.2023591733065695,0.756,0.0,2,0.16665240127970884
214,6.2023591733065695,0.7803333333333333,0.0,2,0.19283519958849898
215,6.2023591733065695,0.7883333333333333,0.0,2,0.22313158355230872
216,6.2023591733065695,0.7883333333333333,0.0,2,0.25818783958948094
217,6.2023591733065695,0.7883333333333333,0.0,2,0.298751792330897
218,6.2023591733065695,0.7883333333333333,0.0,2,0.34568875731264204
219,6.2023591733065695,0.7883333333333333,0.0,2,0.4
220,6.2023591733065695,0.584,0.0,3,0.025000000000000005
221,6.2023591733065695,0.584,0.0,3,0.028927755932068
222,6.2023591733065695,0.584,0.0,3,0.033472602530611816
223,6.2023591733065695,0.584,0.0,3,0.0387314910566664
224,6.2023591733065695,0.6006666666666667,0.0,3,0.0448166048068928
225,6.2023591733065695,0.6083333333333333,0.0,3,0.051857752222309594
226,6.2023591733065695,0.6093333333333334,0.0,3,0.06000513597890514
227,6.2023591733065695,0.617,0.0,3,0.06943255713073282
228,6.2023591733065695,0.6176666666666667,0.0,3,0.08034112265668825
229,6.2023591733065695,0.617,0.0,3,0.0929635355008406
230,6.2023591733065695,0.633,0.0,3,0.10756905862201824
231,6.2023591733065695,0.617,0.0,3,0.12446925894640233
232,6.2023591733065695,0.658,0.0,3,0.14402465375387588
233,6.2023591733065695,0.674,0.0,3,0.16665240127970884
234,6.2023591733065695,0.674,0.0,3,0.19283519958849898
235,6.2023591733065695,0.674,0.0,3,0.22313158355230872
236,6.2023591733065695,0.674,0.0,3,0.25818783958948094
237,6.2023591733065695,0.674,0.0,3,0.298751792330897
238,6.2023591733065695,0.674,0.0,3,0.34568875731264204
239,6.2023591733065695,0.674,0.0,3,0.4
240,6.2023591733065695,0.633,1.5,1,0.025000000000000005
241,6.2023591733065695,0.6173333333333334,1.5,1,0.028927755932068
242,6.2023591733065695,0.625,1.5,1,0.033472602530611816
243,6.2023591733065695,0.625,1.5,1,0.0387314910566664
244,6.2023591733065695,0.6496666666666666,1.5,1,0.0448166048068928
245,6.2023591733065695,0.6746666666666666,1.5,1,0.051857752222309594
246,6.2023591733065695,0.6746666666666666,1.5,1,0.06000513597890514
247,6.2023591733065695,0.6746666666666666,1.5,1,0.06943255713073282
248,6.2023591733065695,0.6746666666666666,1.5,1,0.08034112265668825
249,6.2023591733065695,0.6746666666666666,1.5,1,0.0929635355008406
250,6.2023591733065695,0.6746666666666666,1.5,1,0.10756905862201824
251,6.2023591733065695,0.6746666666666666,1.5,1,0.12446925894640233
252,6.2023591733065695,0.6826666666666666,1.5,1,0.14402465375387588
253,6.2023591733065695,0.6826666666666666,1.5,1,0.16665240127970884
254,6.2023591733065695,0.6826666666666666,1.5,1,0.19283519958849898
255,6.2023591733065695,0.6826666666666666,1.5,1,0.22313158355230872
256,6.2023591733065695,0.6826666666666666,1.5,1,0.25818783958948094
257,6.2023591733065695,0.6826666666666666,1.5,1,0.298751792330897
258,6.2023591733065695,0.6826666666666666,1.5,1,0.34568875731264204
259,6.2023591733065695,0.6826666666666666,1.5,1,0.4
260,6.2023591733065695,0.6906666666666667,1.5,2,0.025000000000000005
261,6.2023591733065695,0.6826666666666666,1.5,2,0.028927755932068
262,6.2023591733065695,0.6746666666666666,1.5,2,0.033472602530611816
263,6.2023591733065695,0.6746666666666666,1.5,2,0.0387314910566664
264,6.2023591733065695,0.6666666666666666,1.5,2,0.0448166048068928
265,6.2023591733065695,0.6333333333333333,1.5,2,0.051857752222309594
266,6.2023591733065695,0.6413333333333333,1.5,2,0.06000513597890514
267,6.2023591733065695,0.642,1.5,2,0.06943255713073282
268,6.2023591733065695,0.6256666666666666,1.5,2,0.08034112265668825
269,6.2023591733065695,0.617,1.5,2,0.0929635355008406
270,6.2023591733065695,0.6336666666666666,1.5,2,0.10756905862201824
271,6.2023591733065695,0.675,1.5,2,0.12446925894640233
272,6.2023591733065695,0.6993333333333334,1.5,2,0.14402465375387588
273,6.2023591733065695,0.748,1.5,2,0.16665240127970884
274,6.2023591733065695,0.772,1.5,2,0.19283519958849898
275,6.2023591733065695,0.772,1.5,2,0.22313158355230872
276,6.2023591733065695,0.764,1.5,2,0.25818783958948094
277,6.2023591733065695,0.78,1.5,2,0.298751792330897
278,6.2023591733065695,0.78,1.5,2,0.34568875731264204
279,6.2023591733065695,0.78,1.5,2,0.4
280,6.2023591733065695,0.6413333333333333,1.5,3,0.025000000000000005
281,6.2023591733065695,0.6413333333333333,1.5,3,0.028927755932068
282,6.2023591733065695,0.65,1.5,3,0.033472602530611816
283,6.2023591733065695,0.6173333333333333,1.5,3,0.0387314910566664
284,6.2023591733065695,0.617,1.5,3,0.0448166048068928
285,6.2023591733065695,0.6503333333333333,1.5,3,0.051857752222309594
286,6.2023591733065695,0.675,1.5,3,0.06000513597890514
287,6.2023591733065695,0.7316666666666667,1.5,3,0.06943255713073282
288,6.2023591733065695,0.748,1.5,3,0.08034112265668825
289,6.2023591733065695,0.764,1.5,3,0.0929635355008406
290,6.2023591733065695,0.764,1.5,3,0.10756905862201824
291,6.2023591733065695,0.764,1.5,3,0.12446925894640233
292,6.2023591733065695,0.772,1.5,3,0.14402465375387588
293,6.2023591733065695,0.7803333333333333,1.5,3,0.16665240127970884
294,6.2023591733065695,0.7883333333333333,1.5,3,0.19283519958849898
295,6.2023591733065695,0.7883333333333333,1.5,3,0.22313158355230872
296,6.2023591733065695,0.7883333333333333,1.5,3,0.25818783958948094
297,6.2023591733065695,0.7883333333333333,1.5,3,0.298751792330897
298,6.2023591733065695,0.7883333333333333,1.5,3,0.34568875731264204
299,6.2023591733065695,0.7883333333333333,1.5,3,0.4
300,6.2023591733065695,0.633,3.0,1,0.025000000000000005
301,6.2023591733065695,0.6173333333333334,3.0,1,0.028927755932068
302,6.2023591733065695,0.625,3.0,1,0.033472602530611816
303,6.2023591733065695,0.625,3.0,1,0.0387314910566664
304,6.2023591733065695,0.6496666666666666,3.0,1,0.0448166048068928
305,6.2023591733065695,0.6746666666666666,3.0,1,0.051857752222309594
306,6.2023591733065695,0.6746666666666666,3.0,1,0.06000513597890514
307,6.2023591733065695,0.6746666666666666,3.0,1,0.06943255713073282
308,6.2023591733065695,0.6826666666666666,3.0,1,0.08034112265668825
309,6.2023591733065695,0.6746666666666666,3.0,1,0.0929635355008406
310,6.2023591733065695,0.6746666666666666,3.0,1,0.10756905862201824
311,6.2023591733065695,0.6746666666666666,3.0,1,0.12446925894640233
312,6.2023591733065695,0.6826666666666666,3.0,1,0.14402465375387588
313,6.2023591733065695,0.6826666666666666,3.0,1,0.16665240127970884
314,6.2023591733065695,0.6826666666666666,3.0,1,0.19283519958849898
315,6.2023591733065695,0.6826666666666666,3.0,1,0.22313158355230872
316,6.2023591733065695,0.6826666666666666,3.0,1,0.25818783958948094
317,6.2023591733065695,0.6826666666666666,3.0,1,0.298751792330897
318,6.2023591733065695,0.6826666666666666,3.0,1,0.34568875731264204
319,6.2023591733065695,0.6826666666666666,3.0,1,0.4
320,6.2023591733065695,0.6906666666666667,3.0,2,0.025000000000000005
321,6.2023591733065695,0.6746666666666666,3.0,2,0.028927755932068
322,6.2023591733065695,0.6746666666666666,3.0,2,0.033472602530611816
323,6.2023591733065695,0.6666666666666666,3.0,2,0.0387314910566664
324,6.2023591733065695,0.642,3.0,2,0.0448166048068928
325,6.2023591733065695,0.6413333333333333,3.0,2,0.051857752222309594
326,6.2023591733065695,0.6413333333333333,3.0,2,0.06000513597890514
327,6.2023591733065695,0.634,3.0,2,0.06943255713073282
328,6.2023591733065695,0.6256666666666666,3.0,2,0.08034112265668825
329,6.2023591733065695,0.609,3.0,2,0.0929635355008406
330,6.2023591733065695,0.6253333333333333,3.0,2,0.10756905862201824
331,6.2023591733065695,0.667,3.0,2,0.12446925894640233
332,6.2023591733065695,0.6993333333333334,3.0,2,0.14402465375387588
333,6.2023591733065695,0.748,3.0,2,0.16665240127970884
334,6.2023591733065695,0.764,3.0,2,0.19283519958849898
335,6.2023591733065695,0.764,3.0,2,0.22313158355230872
336,6.2023591733065695,0.764,3.0,2,0.25818783958948094
337,6.2023591733065695,0.772,3.0,2,0.298751792330897
338,6.2023591733065695,0.772,3.0,2,0.34568875731264204
339,6.2023591733065695,0.772,3.0,2,0.4
340,6.2023591733065695,0.6176666666666666,3.0,3,0.025000000000000005
341,6.2023591733065695,0.609,3.0,3,0.028927755932068
342,6.2023591733065695,0.609,3.0,3,0.033472602530611816
343,6.2023591733065695,0.6503333333333333,3.0,3,0.0387314910566664
344,6.2023591733065695,0.667,3.0,3,0.0448166048068928
345,6.2023591733065695,0.7396666666666667,3.0,3,0.051857752222309594
346,6.2023591733065695,0.756,3.0,3,0.06000513597890514
347,6.2023591733065695,0.764,3.0,3,0.06943255713073282
348,6.2023591733065695,0.764,3.0,3,0.08034112265668825
349,6.2023591733065695,0.764,3.0,3,0.0929635355008406
350,6.2023591733065695,0.764,3.0,3,0.10756905862201824
351,6.2023591733065695,0.764,3.0,3,0.12446925894640233
352,6.2023591733065695,0.764,3.0,3,0.14402465375387588
353,6.2023591733065695,0.764,3.0,3,0.16665240127970884
354,6.2023591733065695,0.764,3.0,3,0.19283519958849898
355,6.2023591733065695,0.764,3.0,3,0.22313158355230872
356,6.2023591733065695,0.772,3.0,3,0.25818783958948094
357,6.2023591733065695,0.7803333333333333,3.0,3,0.298751792330897
358,6.2023591733065695,0.7803333333333333,3.0,3,0.34568875731264204
359,6.2023591733065695,0.7883333333333333,3.0,3,0.4
360,7.69385186294003,0.609,0.0,1,0.025000000000000005
361,7.69385186294003,0.625,0.0,1,0.028927755932068
362,7.69385186294003,0.6333333333333333,0.0,1,0.033472602530611816
363,7.69385186294003,0.658,0.0,1,0.0387314910566664
364,7.69385186294003,0.6666666666666666,0.0,1,0.0448166048068928
365,7.69385186294003,0.6746666666666666,0.0,1,0.051857752222309594
366,7.69385186294003,0.6746666666666666,0.0,1,0.06000513597890514
367,7.69385186294003,0.6746666666666666,0.0,1,0.06943255713073282
368,7.69385186294003,0.6746666666666666,0.0,1,0.08034112265668825
369,7.69385186294003,0.6746666666666666,0.0,1,0.0929635355008406
370,7.69385186294003,0.6746666666666666,0.0,1,0.10756905862201824
371,7.69385186294003,0.6746666666666666,0.0,1,0.12446925894640233
372,7.69385186294003,0.6826666666666666,0.0,1,0.14402465375387588
373,7.69385186294003,0.6826666666666666,0.0,1,0.16665240127970884
374,7.69385186294003,0.6826666666666666,0.0,1,0.19283519958849898
375,7.69385186294003,0.6826666666666666,0.0,1,0.22313158355230872
376,7.69385186294003,0.6826666666666666,0.0,1,0.25818783958948094
377,7.69385186294003,0.6826666666666666,0.0,1,0.298751792330897
378,7.69385186294003,0.6826666666666666,0.0,1,0.34568875731264204
379,7.69385186294003,0.6826666666666666,0.0,1,0.4
380,7.69385186294003,0.6,0.0,2,0.025000000000000005
381,7.69385186294003,0.625,0.0,2,0.028927755932068
382,7.69385186294003,0.6246666666666667,0.0,2,0.033472602530611816
383,7.69385186294003,0.625,0.0,2,0.0387314910566664
384,7.69385186294003,0.592,0.0,2,0.0448166048068928
385,7.69385186294003,0.6333333333333333,0.0,2,0.051857752222309594
386,7.69385186294003,0.633,0.0,2,0.06000513597890514
387,7.69385186294003,0.6496666666666667,0.0,2,0.06943255713073282
388,7.69385186294003,0.6336666666666667,0.0,2,0.08034112265668825
389,7.69385186294003,0.65,0.0,2,0.0929635355008406
390,7.69385186294003,0.6833333333333333,0.0,2,0.10756905862201824
391,7.69385186294003,0.7076666666666667,0.0,2,0.12446925894640233
392,7.69385186294003,0.748,0.0,2,0.14402465375387588
393,7.69385186294003,0.7803333333333333,0.0,2,0.16665240127970884
394,7.69385186294003,0.7883333333333333,0.0,2,0.19283519958849898
395,7.69385186294003,0.7883333333333333,0.0,2,0.22313158355230872
396,7.69385186294003,0.7883333333333333,0.0,2,0.25818783958948094
397,7.69385186294003,0.7883333333333333,0.0,2,0.298751792330897
398,7.69385186294003,0.7883333333333333,0.0,2,0.34568875731264204
399,7.69385186294003,0.7883333333333333,0.0,2,0.4
400,7.69385186294003,0.584,0.0,3,0.025000000000000005
401,7.69385186294003,0.584,0.0,3,0.028927755932068
402,7.69385186294003,0.584,0.0,3,0.033472602530611816
403,7.69385186294003,0.584,0.0,3,0.0387314910566664
404,7.69385186294003,0.6340000000000001,0.0,3,0.0448166048068928
405,7.69385186294003,0.6006666666666667,0.0,3,0.051857752222309594
406,7.69385186294003,0.6013333333333334,0.0,3,0.06000513597890514
407,7.69385186294003,0.6010000000000001,0.0,3,0.06943255713073282
408,7.69385186294003,0.609,0.0,3,0.08034112265668825
409,7.69385186294003,0.6253333333333334,0.0,3,0.0929635355008406
410,7.69385186294003,0.6086666666666666,0.0,3,0.10756905862201824
411,7.69385186294003,0.6496666666666666,0.0,3,0.12446925894640233
412,7.69385186294003,0.666,0.0,3,0.14402465375387588
413,7.69385186294003,0.674,0.0,3,0.16665240127970884
414,7.69385186294003,0.674,0.0,3,0.19283519958849898
415,7.69385186294003,0.674,0.0,3,0.22313158355230872
416,7.69385186294003,0.674,0.0,3,0.25818783958948094
417,7.69385186294003,0.674,0.0,3,0.298751792330897
418,7.69385186294003,0.674,0.0,3,0.34568875731264204
419,7.69385186294003,0.674,0.0,3,0.4
420,7.69385186294003,0.609,1.5,1,0.025000000000000005
421,7.69385186294003,0.625,1.5,1,0.028927755932068
422,7.69385186294003,0.6333333333333333,1.5,1,0.033472602530611816
423,7.69385186294003,0.658,1.5,1,0.0387314910566664
424,7.69385186294003,0.6666666666666666,1.5,1,0.0448166048068928
425,7.69385186294003,0.6746666666666666,1.5,1,0.051857752222309594
426,7.69385186294003,0.6746666666666666,1.5,1,0.06000513597890514
427,7.69385186294003,0.6746666666666666,1.5,1,0.06943255713073282
428,7.69385186294003,0.6746666666666666,1.5,1,0.08034112265668825
429,7.69385186294003,0.6746666666666666,1.5,1,0.0929635355008406
430,7.69385186294003,0.6746666666666666,1.5,1,0.10756905862201824
431,7.69385186294003,0.6746666666666666,1.5,1,0.12446925894640233
432,7.69385186294003,0.6826666666666666,1.5,1,0.14402465375387588
433,7.69385186294003,0.6826666666666666,1.5,1,0.16665240127970884
434,7.69385186294003,0.6826666666666666,1.5,1,0.19283519958849898
