Index,Score,activation,batch_size,decay_rate,epochs,loss_function,lr,mom,nesterov
0,0.6357049345970154,0,1,0.029559784144424745,0,0,0.1453053047191587,0.9113130268265184,0
1,0.671330988407135,0,1,0.03372772908955107,0,0,0.012234650687992628,0.9554006839269831,0
2,0.09330560266971588,0,0,8.440513958707976e-05,0,0,0.29626086924336975,0.8737718523656889,0
3,0.6672319173812866,0,1,0.001091531603783924,0,0,0.09689945593497845,0.4165607698840015,0
4,0.0203092060983181,0,0,0.0003219685049943729,0,0,0.1023653151792594,0.7057459108488907,0
5,0.6702948808670044,0,1,0.00018784277093631787,0,0,0.04727780946753096,0.15506119738786672,0
6,0.6686652898788452,0,1,0.005803958152721492,0,0,0.10259845578878868,0.3210976049519047,0
7,0.666845440864563,0,1,0.0036226992233003154,0,0,0.020094211424124545,0.6134507817680399,0
8,0.6723315119743347,0,0,0.00029374980249634124,0,0,0.021636069214135408,0.338450578795934,0
9,0.6648175716400146,0,0,0.00035852811261349025,0,0,0.10241580902692315,0.41255894072636845,0
10,0.6778849363327026,0,0,0.011807460553657124,0,0,0.0172854867270291,0.26454017813206826,0
11,0.009365411475300789,0,0,1.7022711586347728e-05,0,0,0.43352356939831294,0.47413002633619217,0
12,0.6662225723266602,0,0,0.012187032416364976,0,0,0.013712944685836809,0.9298365379897675,0
13,0.6677260994911194,0,0,0.023351804341951197,0,0,0.46120865223022883,0.3477170532214486,0
14,0.3698510527610779,0,0,0.001832578653545245,0,0,0.15120544724948867,0.7647627010744271,0
15,0.6733545660972595,0,1,0.07785640025933502,0,0,0.05703081544921867,0.6372864944316857,0
16,0.6704994440078735,0,0,0.00015362373475516137,0,0,0.9046219498287179,0.904884186725887,0
17,0.0004356860590633005,0,0,0.00019415825768035385,0,0,0.47661474333294795,0.469896775507987,0
18,0.20568764209747314,0,0,0.00023278923032958674,0,0,0.055172279675290946,0.8186366170271245,0
19,0.6727900505065918,0,1,0.0009405817416990724,0,0,0.02201491174088717,0.044767877914915266,0
