Index,Score,activation,batch_size,decay_rate,epochs,loss_function,lr,mom,nesterov
0,0.7009766697883606,0,0,0,0,0,0.37654428026745695,0.053812743727536014,0
1,0.7027609348297119,0,0,0,1,0,0.011336817552306882,0.5468850633603027,0
2,0.5676684379577637,1,0,0,0,0,0.03637608310232119,0.8981152129759103,0
3,0.702444314956665,0,0,0,0,0,0.020124894331200134,0.8321976894470268,0
4,0.2628956139087677,1,0,0,0,0,0.3609652143436681,0.3003859002185338,0
5,0.8327137231826782,1,0,0,0,0,0.7174334954749434,0.8179721057696544,0
6,0.7169561386108398,0,0,0,0,0,0.5144423675710589,0.727632129691066,0
7,0.6978054642677307,1,0,0,0,0,0.016125929825449532,0.6768451965105043,0
8,0.7046075463294983,0,0,0,0,0,0.5376276622096846,0.3403521098246643,0
9,0.36366286873817444,1,0,0,0,0,0.07721500532338664,0.860254591584869,0
10,0.7018539309501648,0,0,0,1,0,0.2765745741917705,0.239451842558911,0
11,0.701522707939148,0,0,0,1,0,0.032265878532664535,0.5486021002785839,0
12,0.7172544002532959,0,0,0,1,0,0.04910699450747171,0.838683845027627,0
13,0.7039470672607422,0,0,0,1,0,0.15580358387281584,0.5187498624282404,0
14,0.30245059728622437,1,0,0,0,0,0.483836171132517,0.5217989620548346,0
15,0.6968659162521362,1,0,0,1,0,0.010685869012860606,0.1363745224327039,0
16,0.5269044637680054,1,0,0,1,0,0.018108055100833385,0.5165396178285062,0
17,0.5374078750610352,1,0,0,0,0,0.05931859934333453,0.49676672715266734,0
18,0.3789600729942322,1,0,0,0,0,0.4497840309336704,0.3497201925235808,0
19,0.6958532333374023,0,0,0,0,0,0.9151972073760003,0.3501277501506698,0
