Index,Score,activation,batch_size,decay_rate,epochs,loss_function,lr,mom,nesterov
0,1.3312145471572876,0,0,1.1659863412207185e-05,0,0,0.7980290665035638,0.6407590854101023,0
1,0.4762560725212097,0,1,0.00011059660455331852,0,0,0.5469341045055307,0.3477355428154186,1
2,0.3565176725387573,0,1,0.0008104626098694349,0,0,0.14469851504346914,0.7029057496452937,1
3,0.568362832069397,0,1,0.014934773110986994,0,0,0.48891605071119226,0.07003059392248338,0
4,0.6494415998458862,1,1,0.00030552830933161464,0,0,0.042196453818923944,0.4322849672900224,1
5,0.585696816444397,0,0,0.029714825231473924,0,0,0.20379214105267815,0.8253514428735036,1
6,2.4820332527160645,0,0,1.2993002524676024e-05,0,0,0.021065003387928386,0.9809676096674494,1
7,0.6890383958816528,1,0,0.015742522382533528,0,0,0.017965241468696033,0.8093056902986983,1
8,0.444740355014801,0,0,0.00045316588892573695,0,0,0.012873663526352854,0.8898791612220185,0
9,0.700080394744873,0,0,0.010409830133384167,0,0,0.01833753842132218,0.7893783110508175,0
10,0.6934603452682495,0,0,0.08081435614944794,0,0,0.01502305575695619,0.8245870822598373,1
11,0.4857173562049866,1,0,1.5682717180370534e-05,0,0,0.6123737868190121,0.19458699213151623,1
12,0.43701887130737305,0,0,0.0005023683322243473,0,0,0.2135669098437871,0.4328812909795305,1
13,0.3873707950115204,1,0,5.639716005444394e-05,0,0,0.12724221302286187,0.06882873376781078,0
14,0.7607582807540894,0,0,0.00013430136644855824,0,0,0.11712804040391796,0.8956168323644128,1
15,0.5275334119796753,0,0,0.0023270574450901353,0,0,0.19512063308417013,0.8626541408176909,0
16,0.43683356046676636,1,1,0.0007538675973328254,0,0,0.05903714598826655,0.48582200638619344,1
17,0.7844402194023132,0,0,0.0013420639220853858,0,0,0.9757423500376012,0.7154369049150564,1
18,0.5291211009025574,0,1,0.00041063697340579594,0,0,0.08065071549750583,0.817754042177199,0
19,0.32771921157836914,1,0,2.2853341300649407e-05,0,0,0.0751954882953314,0.37117176785491085,1
20,0.5902694463729858,1,1,0.002863851414242136,0,0,0.04618398589365603,0.610910876018437,1
21,0.5166590809822083,1,1,5.0707649976092304e-05,0,0,0.33935535632119185,0.27188984306825775,1
22,0.6734868884086609,1,1,3.254035109971337e-05,0,0,0.029147997084438774,0.5423852867268698,1
23,0.6683073043823242,1,1,0.006103380779951243,0,0,0.08077810159737565,0.19906361576828213,1
24,0.39098072052001953,1,1,0.0001498923366776085,0,0,0.14428355904918835,0.6680114652181313,1
25,0.6214932799339294,1,1,0.09326234095953792,0,0,0.3526690856599998,0.5548757924511574,1
26,0.671830952167511,1,1,2.6151138806752097e-05,0,0,0.030271243007818603,0.35448326220924137,1
27,0.41165733337402344,1,1,0.004096614699806119,0,0,0.08332382521726518,0.9756209212255536,1
28,0.6440248489379883,0,0,1.0007631816290224e-05,0,0,0.28696983244372903,0.7208502331246468,1
29,0.6640761494636536,1,1,0.00142514994055036,0,0,0.052484029943679886,0.3451452281621358,1
30,0.49536895751953125,0,0,0.0002160457646420891,0,0,0.15919502671105704,0.6170575037940864,0
31,0.667249858379364,0,1,6.94971371604303e-05,0,0,0.09579702268783352,0.20280616112063765,1
32,0.69355309009552,1,1,2.352277100924183e-05,0,0,0.03365117868862402,0.1279302643160597,1
33,0.6948679685592651,0,0,0.032203211091768554,0,0,0.0688704896866134,0.42187566459279596,0
34,0.3707706928253174,0,1,8.217201539485809e-05,0,0,0.25680849753901275,0.017446714048378942,1
35,0.46198368072509766,1,0,0.00023412904603712615,0,0,0.49959744069960227,0.2955314194615284,1
36,0.6939021348953247,0,0,0.0009622136197713901,0,0,0.03726684201703048,0.4786568103416385,1
37,0.40833616256713867,1,1,0.02834760516749652,0,0,0.6651619393880865,0.5693030925633037,0
38,0.3808273375034332,0,0,0.007275262959776758,0,0,0.41023816648714007,0.6888570000907271,1
39,0.6950012445449829,0,0,0.06098057334346952,0,0,0.024311141355140273,0.75807736333754,1
40,0.4540885090827942,1,1,3.7224079124982595e-05,0,0,0.0562040630389807,0.9560841608661743,1
41,0.6961818933486938,0,0,0.01581261354246201,0,0,0.010410487149741065,0.37846860451912456,0
42,0.6369065046310425,1,0,1.6481803152055208e-05,0,0,0.18063432844995486,0.4299701102504555,1
43,0.6072061657905579,0,1,0.0006448398603970333,0,0,0.10386455095602971,0.2426525963296895,1
44,0.6156744360923767,0,0,0.0003266711860066303,0,0,0.13060263232131772,0.9235606991328227,0
45,0.3578629493713379,1,0,0.0017578070537559922,0,0,0.23547387606955444,0.5152614809225262,1
46,0.9199404716491699,0,1,9.459991018492311e-05,0,0,0.9845746076613635,0.760390893638719,1
47,0.298003226518631,1,0,0.0001716633635931477,0,0,0.04529835761081448,0.5988293290991731,0
48,0.6412134766578674,1,0,0.00014156530902223916,0,0,0.011602171017518167,0.5922267709229965,0
49,0.3143185079097748,1,0,1.065423480435197e-05,0,0,0.020834013695229386,0.6505302111977966,0
