Index,Score,activation,batch_size,decay_rate,epochs,loss_function,lr,mom,nesterov
0,0.568787157535553,0,0,0.025600215611030524,0,0,0.17040702751819153,0.5944763611937967,0
1,0.6954862475395203,0,0,0.05762430374936084,0,0,0.05799262747793062,0.4895196941887821,0
2,0.38250166177749634,0,0,0.0147208224517764,0,0,0.14443332915039817,0.8497481917809327,0
3,0.5012705326080322,0,0,0.00018924082523192525,0,0,0.021466079348227113,0.9822937839700661,0
4,0.2931613326072693,0,0,0.0016957413431410813,0,0,0.08195304066731911,0.7365216971708284,0
5,0.45788687467575073,0,0,2.602454186904597e-05,0,0,0.11186904378351445,0.348469515043554,0
6,0.45699769258499146,0,0,4.2506414411899276e-05,0,0,0.016906192581321557,0.8054109198165558,1
7,0.3026466369628906,0,0,1.9430192851202423e-05,0,0,0.042762652500071524,0.20248237887956705,0
8,0.30216464400291443,0,0,1.7202321145066868e-05,0,0,0.034264354932099644,0.6830716839817689,1
9,0.594942033290863,0,0,0.0028164290239149994,0,0,0.13505034345238434,0.972629408481884,1
10,0.6583636403083801,0,0,7.041292287548296e-05,0,0,0.11713089119402609,0.8572083987002019,1
11,0.32452139258384705,0,0,0.00012472419584494724,0,0,0.04540370243836392,0.784049090066349,1
12,0.4452058672904968,0,0,4.079440067515214e-05,0,0,0.14836869634028252,0.4406824600875801,1
13,0.694675087928772,0,0,0.03135971905950115,0,0,0.03410128149295743,0.03327995170958875,0
14,0.48825889825820923,0,0,0.0004834179887673761,0,0,0.09145806158800208,0.6810084366550464,1
15,0.40498217940330505,0,0,0.0001750310354056139,0,0,0.060120077750880484,0.7194310641730163,1
16,0.3972397446632385,0,0,0.007541722317389961,0,0,0.673981310474499,0.562476654166951,1
17,0.3144053816795349,0,0,7.771017513296664e-05,0,0,0.04193175695006127,0.3537793254641872,0
18,0.6130458116531372,0,0,0.03589057072818976,0,0,0.4472514012937098,0.6937941752512202,0
19,0.44177165627479553,0,0,0.009687611534578113,0,0,0.3399971024127362,0.36339943090873145,1
20,0.33564433455467224,0,0,0.001214825977875572,0,0,0.010612091922722946,0.917134360379821,1
21,0.5976680517196655,0,0,0.0024883216749900026,0,0,0.0270679535392889,0.6218678477823618,0
22,0.6433557271957397,0,0,0.00047970768899351465,0,0,0.014882191495759069,0.5246804629589532,1
23,0.48474183678627014,0,0,1.2657541227090913e-05,0,0,0.2539269117929308,0.7692109170887138,0
24,0.5142755508422852,0,0,0.0033176805733387354,0,0,0.07364612280833949,0.6341587663386974,1
25,0.3468676209449768,0,0,0.0006707033928033891,0,0,0.223371644540078,0.25537832722389686,0
26,0.49034199118614197,0,0,0.00029815746100187276,0,0,0.026297642061963677,0.9145031562107814,1
27,0.2950173020362854,0,0,0.0011394879588717851,0,0,0.0844203087119405,0.45062954562420254,0
28,0.43788036704063416,0,0,0.0009731680111699902,0,0,0.1972728145681997,0.18696844485549674,0
29,0.6335451602935791,0,0,0.005438634494590822,0,0,0.0800302161046613,0.0725495521348829,0
30,0.5634263753890991,0,0,0.08347847809172022,0,0,0.7844586519476476,0.45904621618001573,0
31,0.3720906674861908,0,0,0.0017732318784235645,0,0,0.05862539400577335,0.5599846970965765,0
32,0.47917622327804565,0,0,0.015349882077759405,0,0,0.3289876499155443,0.42171894582836467,0
33,0.6817342042922974,0,0,0.004163204646833618,0,0,0.09965496900304463,0.4995087224103134,0
34,0.4785333275794983,0,0,0.001489549012432893,0,0,0.18550117258821258,0.2610015126542958,0
35,0.5304484963417053,0,0,0.0002869142130805842,0,0,0.5581253531580602,0.12922077088050643,0
36,0.6548728942871094,0,0,0.01605074343243986,0,0,0.06938986395722557,0.8478730352846785,0
37,0.6893179416656494,0,0,0.0007464320757906772,0,0,0.01783292876413985,0.28821571061264617,0
38,0.37159544229507446,0,0,0.001876081754797236,0,0,0.1313864123210397,0.38726796317284,0
39,0.6933420300483704,0,0,0.048969106604472804,0,0,0.05181116583722979,0.5964252077040413,0
40,0.32704558968544006,0,0,0.007363080830598483,0,0,0.29077637438592496,0.7410077453927743,0
41,0.36988475918769836,0,0,0.00025369105793964544,0,0,0.10051010629551496,0.6552032811118566,0
42,0.359971821308136,0,0,0.0001070318050093194,0,0,0.03042649506974988,0.3135408926268962,0
43,0.36534005403518677,0,0,0.0004577939615966642,0,0,0.0102991876002506,0.840743311077746,0
44,0.3343872129917145,0,0,0.02217985007271474,0,0,0.13427567589531908,0.9369566067558074,0
45,0.35789811611175537,0,0,4.9235088109172816e-05,0,0,0.04010986570525939,0.5292847923324738,0
46,0.6639998555183411,0,0,0.0008285453017696272,0,0,0.02034499525222448,0.4774557970105735,0
47,0.3012729287147522,0,0,3.020383585377669e-05,0,0,0.08609564029777511,0.3998049519899321,0
48,0.5437867045402527,0,0,0.00018536028301487423,0,0,0.16140518850438149,0.7990514220066861,0
49,0.3741384744644165,0,0,0.09699508530041868,0,0,0.11485667691841013,0.9889443321109519,0
