Index,Score,bootstrap,max_features,n_estimators
0,0.6087344028520498,False,16,100
1,0.614795008912656,False,16,157
2,0.6026737967914438,False,16,214
3,0.6146167557932264,False,16,271
4,0.6026737967914438,False,16,328
5,0.6028520499108734,False,16,385
6,0.6147950089126559,False,16,442
7,0.5967914438502674,False,16,500
8,0.6392156862745099,False,17,100
9,0.6392156862745099,False,17,157
10,0.6326203208556149,False,17,214
11,0.6149732620320856,False,17,271
12,0.6267379679144385,False,17,328
13,0.6210338680926917,False,17,385
14,0.6267379679144385,False,17,442
15,0.6210338680926917,False,17,500
