Index,Score,bootstrap,max_features,n_estimators
0,0.893,True,9,100
1,0.9093333333333333,True,9,157
2,0.893,True,9,214
3,0.9013333333333332,True,9,271
4,0.8926666666666666,True,9,328
5,0.9013333333333332,True,9,385
6,0.901,True,9,442
7,0.9176666666666666,True,9,500
8,0.9093333333333333,True,11,100
9,0.9179999999999999,True,11,157
10,0.8846666666666667,True,11,214
11,0.893,True,11,271
12,0.9096666666666666,True,11,328
13,0.893,True,11,385
14,0.893,True,11,442
15,0.9013333333333333,True,11,500
16,0.9096666666666666,True,13,100
17,0.9096666666666666,True,13,157
18,0.9013333333333333,True,13,214
19,0.893,True,13,271
20,0.9013333333333333,True,13,328
21,0.9096666666666667,True,13,385
22,0.9096666666666667,True,13,442
23,0.9013333333333332,True,13,500
24,0.893,True,15,100
25,0.9013333333333333,True,15,157
26,0.9013333333333333,True,15,214
27,0.9096666666666666,True,15,271
28,0.9013333333333333,True,15,328
29,0.9013333333333333,True,15,385
30,0.893,True,15,442
31,0.9013333333333333,True,15,500
32,0.9096666666666667,True,17,100
33,0.9013333333333333,True,17,157
34,0.9096666666666666,True,17,214
35,0.9096666666666667,True,17,271
36,0.9013333333333333,True,17,328
37,0.9179999999999999,True,17,385
38,0.9013333333333333,True,17,442
39,0.9013333333333333,True,17,500
