Index,Score,max_features,n_estimators
0,0.7393333333333334,13,600
1,0.7396666666666667,13,950
2,0.7396666666666667,13,1300
3,0.7476666666666667,13,1650
4,0.7313333333333334,13,2000
5,0.7396666666666667,15,600
6,0.7393333333333334,15,950
7,0.7313333333333334,15,1300
8,0.7476666666666667,15,1650
9,0.7310000000000001,15,2000
10,0.7393333333333334,17,600
11,0.7393333333333334,17,950
12,0.7310000000000001,17,1300
13,0.7393333333333334,17,1650
14,0.7310000000000001,17,2000
