Index,Score,max_features,n_estimators
0,0.7393333333333334,13,200
1,0.7476666666666667,13,250
2,0.7396666666666667,13,300
3,0.7476666666666667,13,350
4,0.7313333333333334,13,400
5,0.7396666666666667,15,200
6,0.7476666666666667,15,250
7,0.7393333333333334,15,300
8,0.7310000000000001,15,350
9,0.7310000000000001,15,400
10,0.756,17,200
11,0.7310000000000001,17,250
12,0.7476666666666667,17,300
13,0.7310000000000001,17,350
14,0.7476666666666667,17,400
