Index,C,Score,gamma
0,20.0,0.547415329768271,0.05
1,20.0,0.5292335115864528,0.052564102564102565
2,20.0,0.5292335115864528,0.055128205128205134
3,20.0,0.5233511586452763,0.057692307692307696
4,20.0,0.535650623885918,0.06025641025641026
5,20.0,0.5417112299465241,0.06282051282051282
6,20.0,0.5358288770053476,0.06538461538461539
7,20.0,0.5417112299465241,0.06794871794871796
8,20.0,0.5417112299465241,0.07051282051282051
9,20.0,0.553475935828877,0.07307692307692308
10,20.0,0.5654188948306595,0.07564102564102565
11,20.0,0.5595365418894831,0.0782051282051282
12,20.0,0.553475935828877,0.08076923076923077
13,20.0,0.5595365418894831,0.08333333333333334
14,20.0,0.5836007130124777,0.0858974358974359
15,20.0,0.5957219251336898,0.08846153846153847
16,20.0,0.6076648841354724,0.09102564102564104
17,20.0,0.6074866310160428,0.09358974358974359
18,20.0,0.6076648841354724,0.09615384615384616
19,20.0,0.6137254901960785,0.09871794871794873
20,20.0,0.6137254901960785,0.10128205128205128
21,20.0,0.6137254901960785,0.10384615384615385
22,20.0,0.6017825311942959,0.10641025641025642
23,20.0,0.6139037433155081,0.10897435897435898
24,20.0,0.625668449197861,0.11153846153846154
25,20.0,0.6197860962566846,0.1141025641025641
26,20.0,0.6197860962566846,0.11666666666666667
27,20.0,0.6139037433155081,0.11923076923076924
28,20.0,0.6080213903743314,0.12179487179487179
29,20.0,0.6080213903743314,0.12435897435897436
30,20.0,0.6080213903743314,0.12692307692307692
31,20.0,0.6080213903743316,0.12948717948717947
32,20.0,0.6197860962566846,0.13205128205128205
33,20.0,0.6258467023172906,0.13461538461538464
34,20.0,0.6436720142602496,0.1371794871794872
35,20.0,0.6436720142602496,0.13974358974358975
36,20.0,0.6436720142602496,0.1423076923076923
37,20.0,0.6436720142602496,0.14487179487179486
38,20.0,0.6436720142602496,0.14743589743589744
39,20.0,0.649554367201426,0.15
40,21.025641025641026,0.5292335115864528,0.05
41,21.025641025641026,0.5233511586452764,0.052564102564102565
42,21.025641025641026,0.5292335115864528,0.055128205128205134
43,21.025641025641026,0.535650623885918,0.057692307692307696
44,21.025641025641026,0.5417112299465241,0.06025641025641026
45,21.025641025641026,0.5358288770053476,0.06282051282051282
46,21.025641025641026,0.5417112299465241,0.06538461538461539
47,21.025641025641026,0.5475935828877005,0.06794871794871796
48,21.025641025641026,0.553475935828877,0.07051282051282051
49,21.025641025641026,0.5654188948306595,0.07307692307692308
50,21.025641025641026,0.5654188948306595,0.07564102564102565
51,21.025641025641026,0.5654188948306595,0.0782051282051282
52,21.025641025641026,0.5595365418894831,0.08076923076923077
53,21.025641025641026,0.5836007130124777,0.08333333333333334
54,21.025641025641026,0.5957219251336898,0.0858974358974359
55,21.025641025641026,0.6016042780748664,0.08846153846153847
56,21.025641025641026,0.6016042780748664,0.09102564102564104
57,21.025641025641026,0.6076648841354724,0.09358974358974359
58,21.025641025641026,0.6137254901960785,0.09615384615384616
59,21.025641025641026,0.6137254901960785,0.09871794871794873
60,21.025641025641026,0.6196078431372549,0.10128205128205128
61,21.025641025641026,0.6017825311942959,0.10384615384615385
62,21.025641025641026,0.6139037433155081,0.10641025641025642
63,21.025641025641026,0.625668449197861,0.10897435897435898
64,21.025641025641026,0.625668449197861,0.11153846153846154
65,21.025641025641026,0.6197860962566846,0.1141025641025641
66,21.025641025641026,0.6139037433155081,0.11666666666666667
67,21.025641025641026,0.6080213903743314,0.11923076923076924
68,21.025641025641026,0.6080213903743314,0.12179487179487179
69,21.025641025641026,0.6080213903743316,0.12435897435897436
70,21.025641025641026,0.6139037433155081,0.12692307692307692
