Index,C,Score,gamma
0,100.0,0.5896613190730837,0.001
1,100.0,0.5896613190730837,0.0011513953993264468
2,100.0,0.5775401069518716,0.0013257113655901094
3,100.0,0.5775401069518716,0.0015264179671752333
4,100.0,0.5775401069518716,0.0017575106248547913
5,100.0,0.5775401069518716,0.0020235896477251575
6,100.0,0.5775401069518716,0.002329951810515372
7,100.0,0.5775401069518716,0.0026826957952797246
8,100.0,0.5775401069518716,0.0030888435964774815
9,100.0,0.5714795008912656,0.0035564803062231283
10,100.0,0.5595365418894831,0.004094915062380427
11,100.0,0.5415329768270944,0.004714866363457394
12,100.0,0.5475935828877005,0.005428675439323859
13,100.0,0.553475935828877,0.006250551925273976
14,100.0,0.5475935828877005,0.0071968567300115215
15,100.0,0.5595365418894831,0.008286427728546842
16,100.0,0.5834224598930481,0.009540954763499945
17,100.0,0.5951871657754011,0.010985411419875584
18,100.0,0.5709447415329769,0.012648552168552958
19,100.0,0.589126559714795,0.014563484775012436
20,100.0,0.5773618538324421,0.016768329368110083
21,100.0,0.5352941176470589,0.019306977288832496
22,100.0,0.5115864527629234,0.022229964825261943
23,100.0,0.5413547237076649,0.025595479226995357
24,100.0,0.5532976827094475,0.029470517025518096
25,100.0,0.5652406417112299,0.03393221771895328
26,100.0,0.6076648841354724,0.03906939937054617
27,100.0,0.6199643493761141,0.044984326689694466
28,100.0,0.6436720142602496,0.0517947467923121
29,100.0,0.6672014260249555,0.05963623316594643
30,100.0,0.6672014260249555,0.06866488450043001
31,100.0,0.6729055258467024,0.07906043210907697
32,100.0,0.6729055258467024,0.09102981779915217
33,100.0,0.6729055258467024,0.10481131341546852
34,100.0,0.6672014260249555,0.1206792640639329
35,100.0,0.667379679144385,0.13894954943731375
36,100.0,0.6614973262032086,0.15998587196060574
37,100.0,0.6552584670231728,0.18420699693267165
38,100.0,0.6376114081996435,0.21209508879201905
39,100.0,0.6078431372549019,0.244205309454865
40,100.0,0.6019607843137255,0.28117686979742307
41,100.0,0.6019607843137255,0.32374575428176433
42,100.0,0.5898395721925134,0.3727593720314938
43,100.0,0.5900178253119429,0.42919342601287785
44,100.0,0.5720142602495544,0.49417133613238334
45,100.0,0.5598930481283422,0.5689866029018293
46,100.0,0.5481283422459893,0.655128556859551
47,100.0,0.5420677361853833,0.7543120063354615
48,100.0,0.5661319073083779,0.868511373751352
49,100.0,0.5777183600713013,1.0
50,114.28571428571429,0.5896613190730837,0.001
51,114.28571428571429,0.5775401069518716,0.0011513953993264468
52,114.28571428571429,0.5775401069518716,0.0013257113655901094
53,114.28571428571429,0.5775401069518716,0.0015264179671752333
54,114.28571428571429,0.5775401069518716,0.0017575106248547913
55,114.28571428571429,0.5775401069518716,0.0020235896477251575
56,114.28571428571429,0.5775401069518716,0.002329951810515372
57,114.28571428571429,0.5775401069518716,0.0026826957952797246
58,114.28571428571429,0.5775401069518716,0.0030888435964774815
59,114.28571428571429,0.5595365418894831,0.0035564803062231283
60,114.28571428571429,0.5415329768270944,0.004094915062380427
61,114.28571428571429,0.5415329768270944,0.004714866363457394
62,114.28571428571429,0.5475935828877005,0.005428675439323859
63,114.28571428571429,0.559536541889483,0.006250551925273976
64,114.28571428571429,0.553475935828877,0.0071968567300115215
65,114.28571428571429,0.5834224598930481,0.008286427728546842
66,114.28571428571429,0.5951871657754011,0.009540954763499945
67,114.28571428571429,0.5768270944741534,0.010985411419875584
68,114.28571428571429,0.5652406417112299,0.012648552168552958
69,114.28571428571429,0.5834224598930481,0.014563484775012436
70,114.28571428571429,0.5591800356506239,0.016768329368110083
71,114.28571428571429,0.5352941176470589,0.019306977288832496
72,114.28571428571429,0.5352941176470589,0.022229964825261943
73,114.28571428571429,0.5413547237076649,0.025595479226995357
74,114.28571428571429,0.5711229946524063,0.029470517025518096
75,114.28571428571429,0.5834224598930481,0.03393221771895328
76,114.28571428571429,0.6135472370766488,0.03906939937054617
77,114.28571428571429,0.6199643493761141,0.044984326689694466
78,114.28571428571429,0.6431372549019607,0.0517947467923121
79,114.28571428571429,0.6672014260249555,0.05963623316594643
80,114.28571428571429,0.6789661319073085,0.06866488450043001
81,114.28571428571429,0.6846702317290553,0.07906043210907697
82,114.28571428571429,0.6729055258467024,0.09102981779915217
83,114.28571428571429,0.6729055258467024,0.10481131341546852
84,114.28571428571429,0.6672014260249555,0.1206792640639329
85,114.28571428571429,0.667379679144385,0.13894954943731375
86,114.28571428571429,0.6614973262032086,0.15998587196060574
87,114.28571428571429,0.6552584670231728,0.18420699693267165
88,114.28571428571429,0.6376114081996435,0.21209508879201905
89,114.28571428571429,0.6078431372549019,0.244205309454865
90,114.28571428571429,0.6019607843137255,0.28117686979742307
91,114.28571428571429,0.6019607843137255,0.32374575428176433
92,114.28571428571429,0.5898395721925134,0.3727593720314938
93,114.28571428571429,0.5900178253119429,0.42919342601287785
94,114.28571428571429,0.5720142602495544,0.49417133613238334
95,114.28571428571429,0.5598930481283422,0.5689866029018293
96,114.28571428571429,0.5481283422459893,0.655128556859551
97,114.28571428571429,0.5420677361853833,0.7543120063354615
98,114.28571428571429,0.5661319073083779,0.868511373751352
99,114.28571428571429,0.5777183600713013,1.0
100,128.57142857142858,0.5775401069518716,0.001
101,128.57142857142858,0.5775401069518716,0.0011513953993264468
102,128.57142857142858,0.5775401069518716,0.0013257113655901094
103,128.57142857142858,0.5775401069518716,0.0015264179671752333
104,128.57142857142858,0.5775401069518716,0.0017575106248547913
105,128.57142857142858,0.5775401069518716,0.0020235896477251575
106,128.57142857142858,0.5775401069518716,0.002329951810515372
107,128.57142857142858,0.5775401069518716,0.0026826957952797246
108,128.57142857142858,0.5595365418894831,0.0030888435964774815
109,128.57142857142858,0.5415329768270944,0.0035564803062231283
110,128.57142857142858,0.5415329768270944,0.004094915062380427
111,128.57142857142858,0.5475935828877005,0.004714866363457394
112,128.57142857142858,0.553475935828877,0.005428675439323859
113,128.57142857142858,0.5475935828877005,0.006250551925273976
114,128.57142857142858,0.5655971479500892,0.0071968567300115215
115,128.57142857142858,0.5894830659536543,0.008286427728546842
116,128.57142857142858,0.5951871657754011,0.009540954763499945
117,128.57142857142858,0.5650623885918004,0.010985411419875584
118,128.57142857142858,0.589126559714795,0.012648552168552958
119,128.57142857142858,0.5773618538324421,0.014563484775012436
120,128.57142857142858,0.5294117647058825,0.016768329368110083
121,128.57142857142858,0.5115864527629234,0.019306977288832496
122,128.57142857142858,0.5352941176470589,0.022229964825261943
123,128.57142857142858,0.5532976827094475,0.025595479226995357
124,128.57142857142858,0.5709447415329769,0.029470517025518096
125,128.57142857142858,0.6076648841354724,0.03393221771895328
126,128.57142857142858,0.6258467023172906,0.03906939937054617
127,128.57142857142858,0.6436720142602496,0.044984326689694466
128,128.57142857142858,0.6552584670231728,0.0517947467923121
129,128.57142857142858,0.673083778966132,0.05963623316594643
130,128.57142857142858,0.6907308377896614,0.06866488450043001
131,128.57142857142858,0.6846702317290553,0.07906043210907697
132,128.57142857142858,0.6729055258467024,0.09102981779915217
133,128.57142857142858,0.6729055258467024,0.10481131341546852
134,128.57142857142858,0.6672014260249555,0.1206792640639329
135,128.57142857142858,0.667379679144385,0.13894954943731375
136,128.57142857142858,0.6614973262032086,0.15998587196060574
137,128.57142857142858,0.6552584670231728,0.18420699693267165
138,128.57142857142858,0.6376114081996435,0.21209508879201905
139,128.57142857142858,0.6078431372549019,0.244205309454865
140,128.57142857142858,0.6019607843137255,0.28117686979742307
141,128.57142857142858,0.6019607843137255,0.32374575428176433
142,128.57142857142858,0.5898395721925134,0.3727593720314938
143,128.57142857142858,0.5900178253119429,0.42919342601287785
144,128.57142857142858,0.5720142602495544,0.49417133613238334
145,128.57142857142858,0.5598930481283422,0.5689866029018293
146,128.57142857142858,0.5481283422459893,0.655128556859551
147,128.57142857142858,0.5420677361853833,0.7543120063354615
148,128.57142857142858,0.5661319073083779,0.868511373751352
149,128.57142857142858,0.5777183600713013,1.0
150,142.85714285714286,0.5775401069518716,0.001
151,142.85714285714286,0.5775401069518716,0.0011513953993264468
152,142.85714285714286,0.5775401069518716,0.0013257113655901094
153,142.85714285714286,0.5775401069518716,0.0015264179671752333
154,142.85714285714286,0.5775401069518716,0.0017575106248547913
155,142.85714285714286,0.5775401069518716,0.0020235896477251575
156,142.85714285714286,0.5775401069518716,0.002329951810515372
157,142.85714285714286,0.5654188948306595,0.0026826957952797246
158,142.85714285714286,0.5474153297682709,0.0030888435964774815
159,142.85714285714286,0.5415329768270944,0.0035564803062231283
160,142.85714285714286,0.5415329768270944,0.004094915062380427
161,142.85714285714286,0.5475935828877005,0.004714866363457394
162,142.85714285714286,0.559536541889483,0.005428675439323859
163,142.85714285714286,0.5417112299465241,0.006250551925273976
164,142.85714285714286,0.571301247771836,0.0071968567300115215
165,142.85714285714286,0.5951871657754011,0.008286427728546842
166,142.85714285714286,0.5827094474153298,0.009540954763499945
167,142.85714285714286,0.5711229946524065,0.010985411419875584
168,142.85714285714286,0.5834224598930481,0.012648552168552958
169,142.85714285714286,0.5652406417112299,0.014563484775012436
170,142.85714285714286,0.5352941176470589,0.016768329368110083
171,142.85714285714286,0.5292335115864528,0.019306977288832496
172,142.85714285714286,0.5413547237076649,0.022229964825261943
173,142.85714285714286,0.5711229946524063,0.025595479226995357
174,142.85714285714286,0.5832442067736185,0.029470517025518096
175,142.85714285714286,0.6196078431372549,0.03393221771895328
176,142.85714285714286,0.6199643493761141,0.03906939937054617
177,142.85714285714286,0.6493761140819964,0.044984326689694466
178,142.85714285714286,0.6672014260249555,0.0517947467923121
179,142.85714285714286,0.6850267379679146,0.05963623316594643
180,142.85714285714286,0.6966131907308378,0.06866488450043001
181,142.85714285714286,0.6846702317290553,0.07906043210907697
182,142.85714285714286,0.6729055258467024,0.09102981779915217
183,142.85714285714286,0.6729055258467024,0.10481131341546852
184,142.85714285714286,0.6672014260249555,0.1206792640639329
185,142.85714285714286,0.667379679144385,0.13894954943731375
186,142.85714285714286,0.6614973262032086,0.15998587196060574
187,142.85714285714286,0.6552584670231728,0.18420699693267165
188,142.85714285714286,0.6376114081996435,0.21209508879201905
189,142.85714285714286,0.6078431372549019,0.244205309454865
190,142.85714285714286,0.6019607843137255,0.28117686979742307
191,142.85714285714286,0.6019607843137255,0.32374575428176433
192,142.85714285714286,0.5898395721925134,0.3727593720314938
193,142.85714285714286,0.5900178253119429,0.42919342601287785
194,142.85714285714286,0.5720142602495544,0.49417133613238334
195,142.85714285714286,0.5598930481283422,0.5689866029018293
196,142.85714285714286,0.5481283422459893,0.655128556859551
197,142.85714285714286,0.5420677361853833,0.7543120063354615
198,142.85714285714286,0.5661319073083779,0.868511373751352
199,142.85714285714286,0.5777183600713013,1.0
200,157.14285714285714,0.5775401069518716,0.001
201,157.14285714285714,0.5775401069518716,0.0011513953993264468
202,157.14285714285714,0.5775401069518716,0.0013257113655901094
203,157.14285714285714,0.5775401069518716,0.0015264179671752333
204,157.14285714285714,0.5775401069518716,0.0017575106248547913
205,157.14285714285714,0.5775401069518716,0.0020235896477251575
206,157.14285714285714,0.5775401069518716,0.002329951810515372
207,157.14285714285714,0.5595365418894831,0.0026826957952797246
208,157.14285714285714,0.535650623885918,0.0030888435964774815
209,157.14285714285714,0.5415329768270944,0.0035564803062231283
210,157.14285714285714,0.5415329768270944,0.004094915062380427
211,157.14285714285714,0.5475935828877005,0.004714866363457394
212,157.14285714285714,0.5536541889483065,0.005428675439323859
213,157.14285714285714,0.5654188948306595,0.006250551925273976
214,157.14285714285714,0.5894830659536543,0.0071968567300115215
215,157.14285714285714,0.6071301247771836,0.008286427728546842
216,157.14285714285714,0.5770053475935828,0.009540954763499945
217,157.14285714285714,0.571301247771836,0.010985411419875584
218,157.14285714285714,0.5714795008912656,0.012648552168552958
219,157.14285714285714,0.5472370766488414,0.014563484775012436
220,157.14285714285714,0.5174688057040998,0.016768329368110083
221,157.14285714285714,0.5233511586452763,0.019306977288832496
222,157.14285714285714,0.547415329768271,0.022229964825261943
223,157.14285714285714,0.5650623885918004,0.025595479226995357
224,157.14285714285714,0.5953654188948306,0.029470517025518096
225,157.14285714285714,0.6196078431372549,0.03393221771895328
226,157.14285714285714,0.631729055258467,0.03906939937054617
227,157.14285714285714,0.6491978609625668,0.044984326689694466
228,157.14285714285714,0.673083778966132,0.0517947467923121
229,157.14285714285714,0.690909090909091,0.05963623316594643
230,157.14285714285714,0.6966131907308378,0.06866488450043001
231,157.14285714285714,0.6905525846702317,0.07906043210907697
232,157.14285714285714,0.6729055258467024,0.09102981779915217
233,157.14285714285714,0.6729055258467024,0.10481131341546852
234,157.14285714285714,0.6672014260249555,0.1206792640639329
235,157.14285714285714,0.667379679144385,0.13894954943731375
236,157.14285714285714,0.6614973262032086,0.15998587196060574
237,157.14285714285714,0.6552584670231728,0.18420699693267165
238,157.14285714285714,0.6376114081996435,0.21209508879201905
239,157.14285714285714,0.6078431372549019,0.244205309454865
240,157.14285714285714,0.6019607843137255,0.28117686979742307
241,157.14285714285714,0.6019607843137255,0.32374575428176433
242,157.14285714285714,0.5898395721925134,0.3727593720314938
243,157.14285714285714,0.5900178253119429,0.42919342601287785
244,157.14285714285714,0.5720142602495544,0.49417133613238334
