Index,C,Score,coef0,degree,gamma,kernel
0,82.72560126781228,-0.5657754010695186,0,0,0.052318090192307966,0
1,1.300502193955027,-0.673083778966132,1,0,1.2821386062062397,0
2,0.12252759808604562,-0.6672014260249555,1,0,1.1237567661049233,0
3,20.398755272921598,-0.667379679144385,1,0,3.0988248973241497,0
4,1.1803497936431282,-0.6846702317290553,2,0,1.2891994915697977,0
5,76.85985148573603,-0.661319073083779,2,0,4.295912191147954,0
6,0.2128987075212147,-0.6556149732620321,2,0,7.992771350784262,0
7,21.69665266096528,-0.6611408199643494,1,0,0.8895160416425737,0
8,0.3537196196659583,-0.6190730837789661,0,0,0.08880478332149856,0
9,25.607884982005523,-0.6850267379679146,1,0,0.21992361138543992,0
10,3.0547604732515676,-0.6190730837789661,0,0,0.022358017238844584,0
11,0.45237995862109665,-0.6611408199643494,1,0,0.8694339979690363,0
12,0.6258992813421668,-0.6672014260249555,2,0,2.421650978604725,0
13,0.6881527449977082,-0.5777183600713013,1,0,0.041126826524531174,0
14,0.11919137649067735,-0.583065953654189,1,0,0.24318865778880214,0
15,2.8722265515067735,-0.661319073083779,2,0,4.509800836366456,0
16,0.1977806908801426,-0.673083778966132,1,0,1.2678265769425088,0
17,1.0015585672907115,-0.64349376114082,0,0,2.925284450723905,0
18,5.7485994091570465,-0.64349376114082,0,0,1.088451854334087,0
19,74.92737560847233,-0.6846702317290553,1,0,0.37264635663328083,0
20,8.98789249522665,-0.6910873440285206,2,0,0.22313486717219347,0
21,15.884996267377916,-0.6910873440285206,2,0,0.16813828957238905,0
22,7.925343530559714,-0.6672014260249555,2,0,0.12257994437610012,0
23,11.24861771155491,-0.6791443850267381,2,0,0.37354538943409615,0
24,40.342190416000705,-0.5411764705882354,2,0,0.012889493978351497,0
25,4.725304789146391,-0.6791443850267381,2,0,0.1314437039583658,0
26,10.65066429733853,-0.6966131907308378,2,0,0.5269841441408458,0
27,43.53751400128126,-0.6614973262032086,2,0,0.04122461322405089,0
28,14.839216100980858,-0.6966131907308378,2,0,0.5738273161245302,0
29,2.25736270086954,-0.6966131907308378,2,0,0.5812577194424825,0
30,2.2572994940996796,-0.6907308377896614,2,0,0.6067040821371578,0
31,1.9564680148948532,-0.6556149732620321,2,0,9.679368086457272,0
32,33.870162681217884,-0.5540106951871657,0,0,0.06759672813837313,0
33,5.098522728674981,-0.6672014260249555,2,0,2.188473681372459,0
34,1.5979233236604635,-0.6966131907308378,2,0,0.5275658129599149,0
35,1.4207280690727853,-0.6611408199643494,2,0,1.814851905247455,0
36,15.489942471069929,-0.661319073083779,2,0,4.007150166577658,0
37,3.579202090285091,-0.64349376114082,0,0,6.595404322151672,0
38,62.7676002189216,-0.6611408199643494,2,0,1.7117665687555579,0
39,12.544024468919755,-0.6791443850267381,2,0,0.31012644725417776,0
40,0.30507275881384216,-0.64349376114082,0,0,0.7935566381833355,0
41,27.28803816711597,-0.5472370766488414,2,0,0.022570026393165476,0
42,7.408051110259094,-0.6552584670231728,2,0,0.09377394522142156,0
43,3.6346571657233495,-0.6786096256684492,1,0,0.4504332443548607,0
44,0.6445876676193103,-0.64349376114082,0,0,0.7490793922783001,0
45,1.0049279406342602,-0.6850267379679146,2,0,0.28911301884405205,0
46,52.30447123959682,-0.6791443850267381,1,0,0.18601600828762407,0
47,1.70823326887259,-0.6729055258467024,2,0,1.5440634697755993,0
48,97.09326615474951,-0.64349376114082,0,0,5.503542000457007,0
49,23.364451378313383,-0.6611408199643493,1,0,1.0025105256571103,0
50,18.851831291287162,-0.696969696969697,2,0,0.06772299442503016,0
51,0.852849197619488,-0.5714795008912656,2,0,0.023649108279913383,0
52,0.17508582700007969,-0.6190730837789661,1,0,0.0160378627254549,0
53,98.47495324277129,-0.69126559714795,2,0,0.05622362553016149,0
54,10.516393334764244,-0.6190730837789661,0,0,0.03385775021506235,0
55,19.335234957814535,-0.6791443850267379,2,0,0.09020519828273267,0
56,6.399718470421257,-0.5475935828877005,2,0,0.010310886022559486,0
57,32.49007289297479,-0.6910873440285206,1,0,0.13601257190101587,0
58,59.6329695041895,-0.649554367201426,2,0,0.032431234472741474,0
59,4.24793978530149,-0.6190730837789661,0,0,0.06903261100840659,0
60,2.777688231207821,-0.6789661319073085,2,0,0.16086999398577992,0
61,19.736292070977953,-0.6850267379679146,2,0,0.228641927388966,0
62,0.532345203550282,-0.5775401069518716,1,0,0.045698471384461856,0
63,0.42253749012766467,-0.5896613190730837,2,0,0.016222882008816872,0
64,43.26049654861174,-0.6791443850267379,2,0,0.11261431205725199,0
65,9.184206510573663,-0.6791443850267381,2,0,0.40569019206088525,0
66,13.697478330201005,-0.6907308377896614,2,0,0.6756104459867319,0
67,17.361233938351404,-0.6787878787878788,2,0,1.418290485915017,0
68,2.7041749742279277,-0.6672014260249555,2,0,2.772275402055221,0
69,1.26319055100513,-0.6907308377896614,2,0,0.5119728924319626,0
70,1.5311922544761694,-0.696969696969697,2,0,0.28094785294062047,0
71,0.26466856876817574,-0.5834224598930481,2,0,0.2679907515931367,0
72,0.8846218976477516,-0.5773618538324421,2,0,0.07086060355541364,0
73,8.441769047627574,-0.6791443850267381,2,0,0.3479442214364097,0
74,0.3955516797834321,-0.553475935828877,2,0,0.18366144965102216,0
75,1.5229814229609147,-0.64349376114082,0,0,1.0083857408767818,0
76,0.10335951875017839,-0.6190730837789661,2,0,0.029157702873036154,0
77,2.414162550190807,-0.6315508021390375,2,0,0.11055100083118034,0
78,32.530393277687715,-0.6258467023172906,1,0,0.053298943076603655,0
79,2.1123464305621065,-0.6672014260249555,2,0,2.1638313646382104,0
80,0.5252170904419863,-0.547415329768271,2,0,0.1445953246458377,0
81,1.1074595457383853,-0.64349376114082,0,0,1.1655658511042364,0
82,6.329656057885451,-0.661319073083779,2,0,3.6708572528551136,0
83,4.178480270281601,-0.6910873440285206,2,0,0.1981956723689169,0
84,0.8277072444900615,-0.6786096256684492,1,0,0.5032867464797716,0
85,27.412972273776077,-0.6786096256684492,2,0,0.8426721528351658,0
86,11.093023596668825,-0.64349376114082,0,0,0.2500540024751968,0
87,76.94927750325581,-0.6791443850267381,2,0,0.3107394773437604,0
88,1.7086076420607446,-0.5413547237076649,2,0,0.08258825881568521,0
89,3.189382834320186,-0.6846702317290553,1,0,0.6370951673262822,0
90,0.7084297775792742,-0.6791443850267381,2,0,0.4046401684304712,0
91,4.775651497591531,-0.5957219251336898,0,0,0.10917378648586983,0
