Index,C,Score,coef0,degree,gamma,kernel
92,7.122507893706327,-0.5531194295900178,2,0,0.04584872360620643,0
93,50.31568020311707,-0.6850267379679146,2,0,0.0766780902675717,0
94,23.959799384238643,-0.6910873440285206,2,0,0.15543280691074898,0
95,0.21741260307112562,-0.6131907308377896,1,0,0.05947042548194261,0
96,1.5394995367993531,-0.5536541889483065,2,0,0.017830952058304164,0
97,0.3287638156062901,-0.6190730837789661,0,0,0.012390387486087694,0
98,9.368292629830455,-0.6611408199643493,2,0,1.9800147173013087,0
99,86.60821702077347,-0.6554367201426025,2,0,0.02633120967740705,0
100,0.15257493455382187,-0.5896613190730837,2,0,0.039021238377704534,0
101,5.834667986192573,-0.6254901960784314,1,0,0.09792815032074215,0
102,1.91902760753413,-0.6729055258467024,2,0,1.4851532764386939,0
103,3.917841562775181,-0.6846702317290553,2,0,0.7265634984363175,0
104,37.675299994310414,-0.64349376114082,0,0,0.4688358800340814,0
105,13.98944393094499,-0.6556149732620321,2,0,8.114289687765266,0
106,5.2682735314520714,-0.589126559714795,2,0,0.01974295985756044,0
107,12.602552961995405,-0.690909090909091,1,0,0.22231282906490035,0
108,0.5395654286228141,-0.6850267379679146,2,0,0.33616343584678127,0
109,1.2575774314926444,-0.6786096256684492,2,0,0.8940515123003374,0
110,16.79263490022276,-0.6074866310160427,0,0,0.12669290066854338,0
111,0.27556452313503393,-0.6672014260249555,2,0,3.161988188705923,0
112,3.4364969058162287,-0.6846702317290553,2,0,1.2840709192585291,0
113,1.0383743257843192,-0.6076648841354724,1,0,0.19776610789558086,0
114,19.874267842876733,-0.6910873440285206,2,0,0.2825080360976534,0
115,2.5367718470287364,-0.6611408199643494,2,0,1.712398293670205,0
116,1.844763779106165,-0.64349376114082,0,0,0.5774158727234762,0
117,0.37340284970462106,-0.667379679144385,2,0,5.778692081018806,0
118,27.199284436625792,-0.6791443850267381,2,0,0.40134520323130696,0
119,0.7208203694489693,-0.5654188948306595,1,0,0.17692486232826815,0
120,66.0106668490304,-0.6852049910873441,2,0,0.036246223689522766,0
121,10.11080277879718,-0.6786096256684492,2,0,0.9756750133198995,0
122,6.758569724697327,-0.6190730837789661,0,0,0.04373437793978237,0
123,11.65640322109053,-0.6199643493761141,2,0,0.06331761345259833,0
124,0.9167572785202084,-0.5893048128342246,2,0,0.05133920444138403,0
125,54.64566862244217,-0.661319073083779,1,0,2.543559938487092,0
126,8.39586080090136,-0.6850267379679146,2,0,0.10091010655292697,0
127,0.6068614039787916,-0.5595365418894831,2,0,0.02960106536186836,0
128,0.4492814152883098,-0.6190730837789661,0,0,0.08142047699926336,0
129,29.20464249354824,-0.6850267379679146,2,0,0.14886056253969465,0
130,2.9745238350869534,-0.6844919786096256,2,0,1.142432000842334,0
131,37.485008272626594,-0.6071301247771836,1,0,0.011259697131398391,0
132,2.120308655412472,-0.6910873440285206,2,0,0.26239658199286303,0
133,22.360961832008837,-0.6850267379679146,2,0,0.13044042789252025,0
134,15.672985275528118,-0.64349376114082,0,0,0.3467918611433886,0
135,1.3917112858723506,-0.6789661319073085,2,0,0.21945138922267426,0
136,0.22669640827330131,-0.6554367201426026,2,0,0.4466153894818654,0
137,5.418242826419027,-0.5595365418894831,1,0,0.01394005696674789,0
138,7.454595200382483,-0.6846702317290553,2,0,0.7262728300628283,0
139,45.37575414239952,-0.6966131907308378,2,0,0.5580725007535583,0
140,95.99441159849317,-0.661319073083779,2,0,5.01232626290095,0
141,46.1420028822796,-0.64349376114082,0,0,0.1671723835508984,0
142,4.439464227069554,-0.6910873440285206,2,0,0.3002717637525073,0
143,17.73142552805303,-0.6850267379679146,1,0,0.08926475007848399,0
144,14.794104394296975,-0.5235294117647059,2,0,0.024460492576002798,0
145,32.409348259562385,-0.6907308377896614,2,0,0.5189797059436744,0
146,12.518648845161518,-0.6907308377896614,2,0,0.670133238986933,0
147,67.7348506949767,-0.6672014260249555,2,0,3.4241827469571255,0
148,1.5678275170433633,-0.6786096256684492,2,0,0.7973762854987942,0
149,1.1154048938372918,-0.6850267379679146,2,0,0.44031462704839963,0
150,3.7295064963983897,-0.6787878787878788,2,0,1.3744055578560932,0
151,21.21570270681497,-0.6786096256684492,2,0,1.0213948573781435,0
152,2.555987886459678,-0.6966131907308378,2,0,0.6068187609881187,0
153,83.96016986128372,-0.6611408199643494,2,0,1.8676349387248103,0
154,39.25484993915725,-0.6850267379679146,2,0,0.23878741711722035,0
155,0.802153404852924,-0.6672014260249555,2,0,2.1280660050238707,0
156,0.14160284887606145,-0.571301247771836,2,0,0.3469191791999699,0
157,2.163389329455326,-0.6315508021390375,2,0,0.1162508213845277,0
158,3.373176436508138,-0.6729055258467024,2,0,1.5888915733507418,0
159,2.911509879681001,-0.6791443850267381,2,0,0.31101001605965356,0
160,5.737736296805814,-0.6254901960784314,0,0,0.19664493191105517,0
161,0.5557049303947273,-0.6786096256684492,2,0,0.8809020373718311,0
162,2.4900006355458917,-0.6966131907308378,2,0,0.6039326447099627,0
163,55.55486065587578,-0.673083778966132,2,0,2.529549150527775,0
164,1.8180235432848073,-0.6846702317290553,1,0,0.3814111878966569,0
165,1.0552457604652674,-0.6846702317290553,2,0,1.2703155793814187,0
166,9.600598828648701,-0.6190730837789661,0,0,0.049263584417754074,0
167,1.326799339878761,-0.5413547237076649,2,0,0.07187324443005265,0
168,4.497953614492824,-0.6844919786096256,2,0,1.1537513685630245,0
169,8.329905324092337,-0.6910873440285206,2,0,0.248915985624617,0
170,6.399914053031654,-0.6556149732620321,1,0,3.938679662398879,0
171,1.6712321175253617,-0.631729055258467,2,0,0.14147827207647398,0
172,10.713648019311345,-0.6846702317290553,2,0,0.6950204694274978,0
173,2.406675847005898,-0.6848484848484849,2,0,0.47273248878957225,0
174,1.2212801368984108,-0.5837789661319073,0,0,0.16865594641726092,0
175,0.8383100059822616,-0.6376114081996435,2,0,0.2135295677786558,0
176,47.56041215373983,-0.6966131907308378,2,0,0.5977658625639606,0
177,26.05763850932635,-0.5775401069518716,1,0,0.01978276730908183,0
178,4.1979105643413055,-0.5709447415329769,2,0,0.062349296342135166,0
179,5.108962586679554,-0.6791443850267381,2,0,0.39355426604485305,0
180,68.7535424914158,-0.661319073083779,2,0,4.522691903720035,0
181,0.7199930400383208,-0.64349376114082,0,0,9.385987104461533,0
182,18.006961654550526,-0.6910873440285206,2,0,0.283596866373956,0
183,2.894030619714589,-0.6786096256684492,2,0,0.999317084459446,0
184,31.175186381136307,-0.6786096256684492,1,0,0.5271051932243832,0
185,51.98342521689726,-0.6554367201426025,2,0,0.03391308002952977,0
186,0.9303037952999222,-0.6786096256684492,2,0,0.807733905721066,0
187,0.4707386774886717,-0.64349376114082,0,0,6.684288785610201,0
188,0.6236337026773838,-0.5590017825311943,2,0,0.09894949721013128,0
189,34.95707229411389,-0.6672014260249555,2,0,2.9991197107678373,0
190,98.322958737999,-0.6611408199643494,2,0,1.713273927717372,0
191,43.54766189148862,-0.6196078431372549,2,0,0.028622059698642045,0
192,1.9394924578990291,-0.6672014260249555,1,0,1.3874793735407092,0
193,22.102220200541225,-0.6791443850267379,2,0,0.11360261605816765,0
194,13.774181519697931,-0.6850267379679146,2,0,0.44131854447341173,0
195,0.3443352801268856,-0.6907308377896614,2,0,0.6211416810859794,0
196,24.700794979390743,-0.6190730837789661,0,0,0.039261753651042654,0
197,7.56527259221746,-0.631729055258467,2,0,0.08159418039771181,0
198,1.3945825200018094,-0.5955436720142602,1,0,0.014920637465481593,0
199,88.35782010202577,-0.6910873440285206,2,0,0.2692654275271783,0
